	coffee_in_cafe	cost_beer	cost_coworking	cost_expat	cost_nomad	female_friendly	fragile_states_index	free_wifi_available	freedom_score	friendly_to_foreigners	internet_speed	latitude	leisure	lgbt_friendly	life_score	longitude	nightlife	nomadScore	nomad_score	peace_score	place	places_to_work	press_freedom_index	racism	safety	weed
336	0.77	0.77	62.62	717	1546	0.6	48.4	0.6	0.6	1.0	4	-31.3989296	0.8	0.8	0.8	-64.1821289	1.0	0.69	0.69	0.8	Cordoba	0.8	25.09	0.8	0.56	0
337	7.5	7.5	610.0	2130	3212	1.0	53.7	1.0	0.4	0.8	24	42.5047926	0.4	0.4	0.76	27.4626361	1.0	0.69	0.69	0.8	Burgas	0.4	34.46	0.4	0.6	0
338	2.98	2.98	119.11	1112	2235	0.6	52.9	0.27	0.6	0.6	54	44.4325	0.45	0.2	0.71	26.103889	0.8	0.69	0.69	0.8	Bucharest	0.4	24.29	0.38	0.62	1
339	8.06	8.06	655.95	2860	3819	0.6	43.1	0.4	0.6	0.8	22	40.8517746	0.8	0.2	0.75	14.2681244	0.4	0.69	0.69	0.8	Naples	0.4	28.93	0.4	0.6	0
340	5.38	5.38	322.6	1934	2514	0.8	39.8	0.2	0.8	0.6	6	37.1773363	0.6	0.6	0.74	-3.5985571	1.0	0.69	0.69	0.8	Granada	0.4	19.92	0.4	0.6	1
341	2.19	2.19	291.68	1463	1581	0.6	74.9	0.6	0.2	0.6	18	22.543099	0.4	0.2	0.66	114.057868	0.6	0.69	0.69	0.6	Shenzhen	0.4	80.96	0.4	0.6	0
342	3.76	3.76	309.69	2071	2595	1.0	27.5	0.6	0.8	0.8	14	47.80949	0.6	0.6	0.76	13.05501	0.4	0.69	0.69	1	Salzburg	0.6	13.18	0.6	0.8	0
343	3.23	3.23	241.95	2488	2212	1.0	43.1	1.0	0.6	0.8	12	45.6495264	0.6	0.4	0.73	13.7768182	0.6	0.69	0.69	0.8	Trieste	0.4	28.93	0.4	0.8	0
344	5.54	5.54	184.64	1935	2757	1.0	23.8	0.8	0.8	0.6	0	49.1658836	0.4	1.0	0.77	-123.9400647	0.4	0.69	0.69	1	Nanaimo	0.4	15.26	1.0	1.0	0
345	4.3	4.3	333.22	2919	3376	0.8	28.2	0.8	1	0.8	22	51.5735524	0.6	0.8	0.82	4.898607	0.6	0.69	0.69	1	Tilburg	0.8	8.76	0.6	1.0	0
346	4.3	4.3	393.57	1879	2785	1.0	28.6	0.8	0.8	0.8	18	50.7753455	0.6	0.8	0.8	6.0838868	0.8	0.69	0.69	1	Aachen	0.4	14.8	0.8	0.8	0
347	0.75	0.75	5.61	2391	593	0.4	74.9	0.4	0.2	0.6	5	-5.1227566	0.6	0.4	0.62	119.3912294	0.6	0.69	0.69	0.6	Makassar	0.6	41.72	0.4	0.4	0
348	1.46	1.46	118.67	1890	1595	0.8	74.9	1.0	0.2	0.8	20	30.2610923	0.4	0.6	0.66	119.8917005	0.6	0.69	0.69	0.6	Hangzhou	0.8	80.96	0.4	0.6	0
349	5.38	5.38	129.04	2223	3030	1.0	18.8	1.0	1	1.0	26	60.1733244	0.8	1.0	0.83	24.9410248	0.8	0.69	0.69	1	Helsinki	0.4	8.59	0.8	1.0	0
350	1.43	1.43	143.21	889	1960	0.62	52.4	0.8	0.6	0.8	17	45.8150108	0.4	0.4	0.72	15.981919	0.6	0.69	0.69	0.8	Zagreb	0.4	27.91	0.42	0.8	0
351	1.55	1.55	172.39	2173	1232	0.6	78.8	0.4	0.2	0.6	13	12.5913082	0.6	0.4	0.66	99.905748	0.6	0.69	0.69	0.4	Hua Hin	0.4	44.53	0.6	0.4	0
352	6.5	6.5	150.0	2056	3056	1.0	34	1.0	0.6	0.8	13	39.7589478	0.6	0.6	0.81	-84.1916069	0.6	0.69	0.69	0.8	Dayton	0.4	22.49	0.8	0.8	0
353	3.69	3.69	73.12	2611	2298	1.0	23.8	0.6	0.8	1.0	0	43.1593745	0.4	1.0	0.77	-79.2468626	0.4	0.69	0.69	1	St.Catharines	0.6	15.26	1.0	1.0	0
354	0.97	0.97	79.25	912	1699	0.8	40.8	0.4	0.8	0.8	26	49.1950602	0.4	0.6	0.74	16.6068371	0.6	0.69	0.69	0.8	Brno	0.4	16.66	0.4	0.8	1
355	2.6	2.6	23.37	2133	3602	0.6	51.6	0.4	0.2	0.6	6	23.5859	0.8	0.4	0.75	58.4059	0.4	0.69	0.69	0.8	Muscat	0.6	40.43	0.0	0.8	0
356	5.54	5.54	450.52	2257	3238	1.0	23.8	0.8	0.8	1.0	0	46.0878165	0.6	0.8	0.8	-64.7782313	0.6	0.69	0.69	1	Moncton	0.8	15.26	1.0	1.0	0
357	1.79	1.79	83.37	1158	1974	0.64	52.9	0.64	0.6	0.64	18	45.666667	0.45	0.2	0.71	25.616667	0.6	0.69	0.69	0.8	Brasov	0.4	24.29	0.4	0.62	1
358	8.06	8.06	1451.69	4094	5336	1.0	43.1	0.8	0.6	1.0	14	45.4408474	1.0	0.8	0.81	12.3155151	0.8	0.69	0.69	0.8	Venice	0.4	28.93	0.4	0.8	0
359	3.69	3.69	221.57	2302	3326	0.6	23.8	0.6	0.8	0.82	0	43.653226	0.6	1.0	0.76	-79.3831843	1.0	0.69	0.69	1	Toronto	0.8	15.26	1.0	0.64	0
360	4.3	4.3	204.31	1968	2957	1.0	28.6	0.6	0.8	0.8	0	52.3758916	0.6	0.4	0.79	9.7320104	0.6	0.69	0.69	1	Hannover	0.6	14.8	0.8	1.0	0
361	7.8	7.8	298.95	2675	5587	1.0	DotMap()	0.6	0.4	0.6	23	31.768319	0.6	1.0	0.82	35.21371	1.0	0.69	0.69	DotMap()	Jerusalem	0.4	32.58	0.8	0.6	0
362	2.18	2.18	31.44	712	1671	0.6	70.4	0.8	0.2	0.8	0	20.9673702	0.6	0.4	0.7	-89.5925857	0.4	0.69	0.69	0.6	Merida	0.4	49.33	0.0	0.62	0
363	7.5	7.5	200.0	2803	3750	1.0	34	1.0	0.6	0.8	16	41.7637111	0.4	0.8	0.78	-72.6850932	0.4	0.69	0.69	0.8	Hartford	0.4	22.49	0.8	0.6	1
364	2.91	2.91	14.57	1432	2719	0.4	65.3	0.2	0.4	1.0	0	-27.5949884	1.0	0.8	0.72	-48.5481743	0.6	0.69	0.69	0.6	Florianopolis	0.4	32.62	0.8	0.6	0
365	4.43	4.43	360.42	1954	2657	1.0	23.8	1.0	0.8	0.8	0	49.054587	0.8	0.8	0.8	-122.328026	0.8	0.69	0.69	1	Abbotsford	1.0	15.26	1.0	0.6	0
366	2.95	2.95	258.5	1832	2247	1.0	23.8	0.6	0.8	0.8	0	43.683333	0.6	0.6	0.79	-79.766667	0.8	0.69	0.69	1	Brampton	0.4	15.26	1.0	0.8	0
367	3.0	3.0	433.0	3847	3537	0.8	34	0.8	0.6	0.6	54	43.0352126	0.6	0.6	0.8	-76.2093199	0.8	0.69	0.69	0.8	Syracuse	0.4	22.49	0.6	0.8	0
368	0.87	0.87	71.11	529	798	0.6	72	0.6	0.6	1.0	19	43.3155564	0.6	0.2	0.71	21.8947327	0.6	0.69	0.69	0.6	Nis	1.0	27.6	0.6	1.0	0
369	1.51	1.51	228.27	1130	1469	0.6	42.4	0.4	0.8	0.4	24	55.7052607	0.6	0.4	0.71	21.0178108	0.4	0.69	0.69	0.8	Klaipeda	0.4	19.95	0.6	0.6	0
370	1.5	1.5	70.0	1083	971	0.6	75.6	0.4	0.4	0.8	8	-2.9001285	0.8	0.6	0.7	-79.0058965	0.4	0.69	0.69	0.4	Cuenca	0.4	33.21	0.6	0.6	1
371	5.38	5.38	225.82	7179	5401	0.8	DotMap()	0.6	DotMap()	0.8	19	43.7384	1.0	0.6	0.82	7.4246	1.0	0.68	0.68	DotMap()	Monaco	0.8	DotMap()	0.6	1.0	0
372	4.3	4.3	268.83	1670	2524	1.0	27.5	0.6	0.8	1.0	17	47.070714	0.6	0.8	0.8	15.439504	0.6	0.68	0.68	1	Graz	0.4	13.18	0.6	0.8	0
373	1.79	1.79	145.31	792	1733	0.6	52.9	0.6	0.6	0.6	23	44.333333	0.4	0.4	0.73	23.816667	0.6	0.68	0.68	0.8	Craiova	0.6	24.29	0.4	0.6	1
374	1.79	1.79	145.31	936	1738	0.6	52.9	0.4	0.6	0.6	34	47.156944	0.6	0.4	0.73	27.590278	0.6	0.68	0.68	0.8	Iasi	0.4	24.29	0.4	0.6	1
375	1.46	1.46	118.58	544	895	0.0	72	0.4	0.6	0.8	0	-6.2301547	0.2	0.2	0.68	-77.8708478	0.4	0.68	0.68	0.6	Chachapoyas	0.4	29.99	0.6	0.6	1
376	2.37	2.37	52.0	1006	1372	0.6	75.6	0.0	0.4	0.6	7	-2.152381	0.6	0.6	0.69	-80.1199965	0.44	0.68	0.68	0.4	Guayaquil	0.4	33.21	0.6	0.6	0
377	3.23	3.23	161.3	2489	1925	0.8	43.1	1.0	0.6	0.6	6	45.6668893	0.8	0.4	0.71	12.2430437	0.8	0.68	0.68	0.8	Treviso	0.4	28.93	0.4	0.6	0
378	5.38	5.38	326.9	2393	3109	0.6	34.5	0.8	0.6	0.6	45	48.5690922	0.6	0.6	0.78	7.6920543	0.6	0.68	0.68	0.8	Strasbourg	0.4	23.83	0.6	0.8	0
379	2.63	2.63	165.24	782	1114	0.6	79.6	0.6	0.2	0.8	5	17.6998	0.6	0.4	0.7	83.2961	0.6	0.68	0.68	0.4	Visakhapatnam	0.6	43.17	0.4	0.8	0
380	2.69	2.69	219.09	1349	2409	0.6	55.9	1.0	0.4	1.0	0	35.3643615	0.4	0.6	0.75	24.4821552	1.0	0.68	0.68	0.8	Rethymno	1.0	30.35	0.4	0.8	0
381	1.07	1.07	229.13	1168	2246	0.8	52.4	0.6	0.6	0.8	9	43.5081323	0.6	0.6	0.72	16.4401935	0.4	0.68	0.68	0.8	Split	0.4	27.91	0.4	0.6	0
382	1.25	1.25	140.29	881	1618	0.6	74.2	0.6	0.2	1.0	6	30.5450072	0.64	0.8	0.68	-9.7086375	0.2	0.68	0.68	0.6	Taghazout	0.45	42.64	0.4	0.8	0
383	0.0	0.0	272.28	884	1872	0.6	77.3	0.6	0.2	0.8	9	37.0587509	0.6	0.2	0.69	37.3100969	0.6	0.68	0.68	0.4	Gaziantep	0.6	50.76	0.4	0.8	0
384	4.37	4.37	342.44	2871	3539	0.8	32.4	0.6	0.6	0.8	0	50.9097004	0.8	0.8	0.81	-1.4043509	1.0	0.68	0.68	0.8	Southampton	0.6	21.7	1.0	0.8	0
385	1.0	1.0	183.0	1267	1963	0.6	66.3	0.4	0.2	1.0	6	23.159167	1.0	0.6	0.73	-82.271056	0.8	0.68	0.68	0.6	Havana	0.4	70.23	0.6	0.8	0
386	1.6	1.6	152.05	1173	1283	0.2	80.2	0.6	0.2	1.0	0	4.598056	0.6	0.4	0.6	-74.075833	1.0	0.68	0.68	0.4	Bogota	0.8	44.11	0.4	0.27	1
387	6.45	6.45	160.22	2107	3035	0.0	43.1	0.8	0.6	0.8	13	45.4383842	0.6	0.4	0.72	10.9916215	0.4	0.68	0.68	0.8	Verona	0.4	28.93	0.4	0.8	0
388	2.19	2.19	23.31	929	1772	0.4	65.3	0.2	0.4	0.8	8	-30.0346471	1.0	0.4	0.67	-51.2176584	0.6	0.68	0.68	0.6	Porto Alegre	0.4	32.62	0.8	0.4	0
389	5.66	5.66	460.34	3287	3060	1.0	22.5	1.0	0.8	1.0	10	-35.2819998	0.6	0.8	0.81	149.1286843	1.0	0.68	0.68	1	Canberra	0.4	17.84	0.8	1.0	0
390	2.15	2.15	182.81	2162	3178	0.8	39.8	0.8	0.8	0.8	7	36.500769	0.8	0.8	0.81	-5.0050844	1.0	0.68	0.68	0.8	Marbella	0.4	19.92	0.6	1.0	0
391	1.07	1.07	87.36	729	1508	0.6	52.4	0.6	0.6	0.8	9	45.5549624	0.4	0.6	0.69	18.6955144	0.4	0.68	0.68	0.8	Osijek	0.6	27.91	0.4	0.6	0
392	1.79	1.79	145.31	860	1921	0.6	52.9	1.0	0.6	1.0	42	44.933333	0.4	0.2	0.75	26.033333	0.4	0.68	0.68	0.8	Ploiesti	1.0	24.29	0.4	0.8	1
393	2.81	2.81	64.86	2650	1116	0.6	70.8	1.0	0.6	1.0	7	19.116667	0.6	0.4	0.7	-70.633333	0.6	0.68	0.68	0.6	Jarabacoa	0.95	27.9	0.8	0.6	0
394	3.76	3.76	351.59	2294	3337	0.6	27.5	0.6	0.8	0.6	22	0.0	0.6	0.6	0.78	0.0	0.6	0.68	0.68	1	Innsbruck	0.6	13.18	0.6	0.8	0
395	1.41	1.41	105.9	1438	2795	0.6	62	0.6	0.2	0.8	0	4.890278	0.4	0.2	0.69	114.942222	0.4	0.68	0.68	0.6	Bandar Seri Begawan	0.8	53.85	0.4	0.6	0
396	7.72	7.72	376.36	3435	3933	0.82	24.1	0.6	0.8	0.62	17	49.611621	0.62	0.4	0.76	6.1319346	0.62	0.68	0.68	1	Luxembourg	0.4	14.43	0.8	0.82	0
397	3.23	3.23	170.55	1468	2492	0.6	43.1	0.6	0.6	0.6	14	38.1404022	0.4	0.4	0.74	13.2172042	0.6	0.68	0.68	0.8	Palermo	0.4	28.93	0.6	0.8	0
398	4.79	4.79	72.92	1120	1942	0.6	74.9	0.4	0.2	0.6	5	22.9759527	0.4	0.6	0.66	113.5141342	0.6	0.68	0.68	0.6	Dongguan	0.4	80.96	0.2	0.6	0
399	3.23	3.23	348.96	2111	2983	0.6	28.6	0.6	0.8	0.6	38	49.4056438	0.6	0.4	0.78	8.5435314	0.6	0.68	0.68	1	Heidelberg	0.6	14.8	0.6	0.8	0
400	2.33	2.33	189.44	980	1853	0.56	65.3	0.6	0.4	0.6	0	-16.6868912	0.4	0.6	0.69	-49.2647943	0.8	0.68	0.68	0.6	Goiania	0.4	32.62	0.8	0.56	0
401	2.36	2.36	203.94	1250	2198	0.6	65.3	0.6	0.4	0.6	9	13.802994	0.6	0.8	0.64	-88.9053364	0.8	0.67	0.67	0.6	Salvador	0.6	32.62	0.6	0.4	0
402	3.76	3.76	327.97	2852	3518	0.6	28.2	0.8	1	0.6	47	53.2002316	0.6	0.4	0.79	5.678422	0.4	0.67	0.67	1	Leeuwarden	0.6	8.76	0.6	1.0	0
403	1.07	1.07	87.36	860	1958	0.6	52.4	0.8	0.6	0.8	8	45.3270631	0.4	0.6	0.7	14.442176	0.4	0.67	0.67	0.8	Rijeka	0.4	27.91	0.4	0.8	0
404	2.8	2.8	305.9	1386	1692	0.6	72.6	0.4	0.4	0.0	8	-25.2968361	0.6	0.2	0.66	-57.6681294	0.0	0.67	0.67	0.6	Asuncion	0.0	33.63	0.4	0.6	0
405	0.81	0.81	80.64	778	1283	0.4	66.1	0.4	0.2	0.6	10	1.492659	0.4	0.6	0.61	103.7413591	0.4	0.67	0.67	0.6	Johor Bahru	0.4	46.57	0.0	0.4	0
406	7.22	7.22	587.57	3043	4374	1.0	21.5	0.8	1	0.8	20	56.162939	0.8	0.8	0.83	10.203921	0.8	0.67	0.67	1	Aarhus	0.8	8.89	1.0	1.0	0
407	10.03	10.03	70.24	3264	4727	1.0	21.8	0.8	0.8	1.0	21	46.0065117	0.6	0.8	0.81	8.9523121	0.8	0.67	0.67	1	Lugano	0.4	11.76	0.6	1.0	0
408	5.0	5.0	494.0	8044	4340	0.6	34	0.8	0.6	0.6	44	36.5943679	0.6	0.6	0.79	-121.867499	0.6	0.67	0.67	0.8	Monterey	0.4	22.49	0.6	0.8	0
409	1.57	1.57	481.28	1621	1226	0.6	74.9	0.4	0.2	0.4	18	36.8131	0.4	0.4	0.65	118.0549	0.4	0.67	0.67	0.6	Zibo	0.4	80.96	0.2	0.6	0
410	0.73	0.73	59.25	433	387	0.8	74.9	0.4	0.2	0.4	13	32.996968	0.4	0.4	0.63	112.2733913	0.6	0.67	0.67	0.6	Nanyang	0.6	80.96	0.4	0.8	0
411	6.5	6.5	528.68	2578	4957	0.8	DotMap()	0.6	0.4	0.6	12	32.7940463	0.8	0.6	0.81	34.989571	0.6	0.67	0.67	DotMap()	Haifa	0.6	32.58	0.8	0.6	0
412	6.06	6.06	60.62	1194	2107	0.4	81	0.4	0.2	0.6	11	55.790278	0.4	0.2	0.59	49.134722	0.6	0.67	0.67	0.4	Kazan	0.8	49.03	0.4	0.44	0
413	8.15	8.15	663.13	3364	4745	1.0	21.2	0.8	1	0.8	22	60.3912628	0.8	0.8	0.84	5.3220544	0.6	0.67	0.67	1	Bergen	0.8	8.79	0.8	1.0	0
414	4.0	4.0	467.0	4939	3695	0.6	34	0.8	0.6	0.6	20	32.8449302	0.6	0.6	0.78	-97.1691775	0.6	0.67	0.67	0.8	Bedford	0.4	22.49	0.6	0.8	0
415	4.3	4.3	327.97	3617	3455	0.6	28.2	0.8	1	0.6	20	52.5382734	0.6	0.8	0.77	5.1519811	0.2	0.67	0.67	1	Lelystad	0.8	8.76	0.6	1.0	0
416	2.43	2.43	146.04	1110	1957	0.4	40.7	0.6	0.6	0.6	12	52.406374	0.6	0.4	0.67	16.9251681	0.4	0.67	0.67	0.8	Poznan	0.4	23.89	0.4	0.6	0
417	3.0	3.0	433.0	4310	4127	0.6	34	0.8	0.6	0.6	23	42.4422877	0.6	0.6	0.79	-76.498375	0.6	0.67	0.67	0.8	Ithaca	0.4	22.49	0.6	0.8	0
418	0.84	0.84	68.7	939	1046	0.8	87.7	0.6	0.2	1.0	6	6.9270786	0.8	0.4	0.66	79.861243	0.24	0.67	0.67	0.4	Colombo	0.6	44.96	0.0	0.8	0
419	1.08	1.08	87.9	889	738	0.4	55.2	0.2	0.4	1.0	5	42.2040425	0.6	0.6	0.7	19.140438	0.6	0.67	0.67	0.8	Bar	0.2	32.79	0.0	0.6	0
420	4.3	4.3	318.79	3033	3759	0.6	28.2	0.8	1	0.6	41	52.2693353	0.4	0.8	0.78	6.102034	0.2	0.67	0.67	1	Deventer	0.6	8.76	0.6	1.0	0
421	5.0	5.0	299.0	4725	5396	0.8	34	0.4	0.6	0.8	31	34.0194543	0.6	0.6	0.8	-118.4911912	1.0	0.67	0.67	0.8	Santa Monica	0.8	22.49	0.8	0.8	0
422	5.33	5.33	433.54	1971	4764	0.8	DotMap()	0.4	0.4	0.6	11	31.252973	0.6	0.6	0.79	34.791462	0.4	0.67	0.67	DotMap()	Beersheba	0.6	32.58	0.8	0.6	0
423	1.19	1.19	96.78	917	1919	0.6	52.9	0.6	0.6	0.6	7	44.173333	1.0	0.4	0.74	28.638333	0.6	0.67	0.67	0.8	Constanta	0.4	24.29	0.4	0.6	1
424	3.23	3.23	343.72	1880	2972	0.6	28.6	0.6	0.8	0.6	15	49.5891559	0.6	0.6	0.76	10.914444	0.6	0.67	0.67	1	Erlangen	0.6	14.8	0.6	0.8	0
425	2.29	2.29	260.38	1091	2016	0.4	77.3	0.4	0.2	1.0	7	36.88414	1.0	0.4	0.71	30.70563	0.8	0.67	0.67	0.4	Antalya	0.4	50.76	0.4	0.8	0
426	2.69	2.69	219.09	1161	1833	0.6	43.1	0.2	0.6	0.8	15	40.914388	0.4	0.4	0.7	14.7906121	0.4	0.67	0.67	0.8	Avellino	0.4	28.93	0.4	0.6	0
427	4.37	4.37	343.07	2514	3159	1.0	32.4	0.6	0.6	0.8	0	57.149717	0.6	0.8	0.79	-2.094278	0.6	0.66	0.66	0.8	Aberdeen	0.4	21.7	1.0	0.8	0
428	1.6	1.6	320.1	2688	1957	0.4	80.2	0.6	0.2	1.0	5	10.41373	1.0	0.4	0.63	-75.5335769	0.8	0.66	0.66	0.4	Cartagena	0.4	44.11	0.4	0.8	1
429	0.67	0.67	178.86	824	727	0.4	70.7	0.6	0.2	0.6	5	15.8800584	0.6	0.6	0.63	108.3380469	0.6	0.66	0.66	0.6	Hoi An	0.4	74.27	0.4	0.6	0
430	4.37	4.37	342.44	2299	3130	1.0	32.4	0.6	0.6	0.8	0	52.240477	0.4	1.0	0.78	-0.902656	1.0	0.66	0.66	0.8	Northampton	0.8	21.7	1.0	0.6	0
431	4.57	4.57	483.9	2105	3307	1.0	18.8	0.6	1	1.0	0	62.244747	0.2	1.0	0.77	25.7472184	0.8	0.66	0.66	1	Jyvaskyla	0.8	8.59	0.8	1.0	0
432	1.92	1.92	41.23	690	1536	0.6	DotMap()	0.6	0.6	0.8	5	44.7721811	0.4	0.4	0.71	17.191	0.6	0.66	0.66	DotMap()	Banja Luka	0.6	28.45	0.0	0.6	0
433	4.06	4.06	368.53	4876	2170	0.6	23.8	0.8	0.8	0.8	0	50.1040638	0.6	0.6	0.75	-123.1415976	0.6	0.66	0.66	1	Whistler	0.8	15.26	0.6	0.8	0
434	4.37	4.37	124.75	2868	3212	0.6	32.4	0.6	0.6	0.6	0	51.4542645	0.6	0.8	0.76	-0.9781303	0.8	0.66	0.66	0.8	Reading	0.4	21.7	1.0	0.6	0
435	0.55	0.55	73.82	816	770	0.2	79.6	0.2	0.2	0.6	5	13.0826802	0.4	0.2	0.57	80.2707184	0.6	0.66	0.66	0.4	Chennai	0.4	43.17	0.2	0.4	0
436	1.95	1.95	203.94	1206	2215	0.6	65.3	0.4	0.4	0.8	5	-20.2976	0.6	0.6	0.64	-40.2958	0.8	0.66	0.66	0.6	Vitoria	0.6	32.62	0.6	0.4	0
437	3.77	3.77	452.79	2913	2345	1.0	22.5	0.8	0.8	0.8	4	-34.9286212	0.8	1.0	0.83	138.5999594	0.8	0.66	0.66	1	Adelaide	0.8	17.84	0.8	1.0	0
438	2.91	2.91	288.42	2187	4017	0.0	65.3	0.76	0.4	0.8	11	-22.9082998	1.0	0.95	0.59	-43.1970773	1.0	0.66	0.66	0.6	Rio de Janeiro	1.0	32.62	0.8	0.2	0
439	4.37	4.37	342.44	2088	3082	1.0	32.4	0.6	0.6	0.6	0	52.406822	0.4	0.8	0.78	-1.519693	0.6	0.66	0.66	0.8	Coventry	0.6	21.7	1.0	1.0	0
440	6.0	6.0	325.0	2898	3760	1.0	34	0.8	0.6	0.8	36	61.2180556	0.6	0.6	0.8	-149.9002778	0.6	0.66	0.66	0.8	Anchorage	0.4	22.49	0.8	0.8	1
441	6.0	6.0	529.0	6496	5230	0.6	34	0.8	0.6	0.6	16	34.4281738	0.8	0.8	0.8	-119.7721072	0.8	0.66	0.66	0.8	Santa Barbara	0.4	22.49	0.6	0.6	0
442	3.66	3.66	307.25	1582	2863	0.6	48.4	0.56	0.6	0.6	8	-32.9522839	0.6	1.0	0.73	-60.7681979	0.6	0.66	0.66	0.8	Rosario	0.6	25.09	0.6	0.38	0
443	0.75	0.75	48.63	1560	776	0.4	74.9	0.6	0.2	0.8	8	-6.9148644	0.8	0.4	0.66	107.6082421	0.4	0.66	0.66	0.6	Bandung	0.4	41.72	0.4	0.6	0
444	0.75	0.75	91.28	749	714	0.6	74.9	0.6	0.2	0.6	5	-7.2642396	0.6	0.4	0.65	112.7455788	0.4	0.66	0.66	0.6	Surabaya	0.4	41.72	0.4	0.6	0
445	0.75	0.75	5.61	882	615	0.4	74.9	0.6	0.2	0.6	5	-7.9786395	0.6	0.4	0.62	112.5617424	0.6	0.66	0.66	0.6	Malang	0.6	41.72	0.4	0.4	0
446	4.84	4.84	305.39	2182	3482	0.6	34.5	0.6	0.6	0.4	12	45.8898747	0.6	0.6	0.75	6.088535	0.6	0.66	0.66	0.8	Annecy	0.4	23.83	0.6	0.8	0
447	4.57	4.57	217.78	1947	2916	0.6	43.1	0.6	0.6	0.8	13	44.053442	0.6	0.4	0.74	12.5046471	0.6	0.66	0.66	0.8	Rimini	0.6	28.93	0.6	0.8	0
448	1.45	1.45	178.86	1447	1019	0.6	70.7	0.6	0.2	0.8	3	16.0470774	0.6	0.4	0.71	108.1712139	0.4	0.66	0.66	0.6	Da Nang	0.8	74.27	0.6	0.6	0
449	4.74	4.74	420.41	2792	3379	0.6	32.4	0.8	0.6	0.6	0	51.8898394	0.6	0.6	0.77	-2.1525132	0.6	0.66	0.66	0.8	Cheltenham	0.4	21.7	0.6	0.8	0
450	3.5	3.5	457.5	5318	4102	0.2	34	0.8	0.6	0.6	47	42.5151532	0.6	0.6	0.76	-70.9426827	0.6	0.66	0.66	0.8	Salem	0.6	22.49	0.6	0.6	1
451	3.69	3.69	300.05	1748	2676	1.0	23.8	0.6	0.8	0.8	0	45.9635895	0.4	0.8	0.77	-66.6431151	0.4	0.66	0.66	1	Fredericton	0.8	15.26	1.0	0.8	0
452	6.62	6.62	92.52	1419	2099	0.6	35.1	0.2	0.6	0.2	10	-3.395386	0.6	0.4	0.7	36.6284568	0.2	0.66	0.66	0.8	Dorobo	0.2	28.67	0.4	0.8	0
453	2.03	2.03	261.07	984	1272	0.6	87.7	0.6	0.2	0.8	6	7.2943945	0.8	0.4	0.63	80.5906217	0.6	0.66	0.66	0.4	Kandy	0.6	44.96	0.4	0.6	0
454	2.19	2.19	177.71	1254	2412	0.6	65.3	0.6	0.4	0.8	7	-3.7318616	0.82	0.6	0.69	-38.5266704	1.0	0.66	0.66	0.6	Fortaleza	0.4	32.62	0.8	0.62	0
455	2.46	2.46	106.63	1084	1620	0.4	83.6	0.4	0.6	1.0	6	14.7645042	1.0	0.4	0.61	-17.3660286	0.4	0.65	0.65	0.4	Dakar	0.4	27.99	0.0	0.64	0
456	1.78	1.78	304.69	1117	1206	0.6	84.7	0.2	0.2	1.0	0	9.8349493	1.0	0.4	0.56	118.7383615	0.6	0.65	0.65	0.4	Palawan	0.2	44.66	0.4	0.4	0
457	5.38	5.38	436.86	1764	3207	0.73	64	0.4	0.8	0.56	6	34.7720133	0.8	0.6	0.7	32.4297369	0.8	0.65	0.65	0.6	Paphos	0.4	18.26	0.6	0.76	0
458	1.09	1.09	88.96	719	519	0.8	74.9	0.4	0.2	0.6	0	33.6333	0.6	0.4	0.65	114.6333	0.6	0.65	0.65	0.6	Zhoukou	0.4	80.96	0.4	0.8	0
459	4.19	4.19	323.62	1528	2399	0.6	43.2	0.6	0.6	0.8	5	-20.1629672	0.8	0.4	0.73	57.4268028	0.6	0.65	0.65	0.8	Port Louis	0.8	27.69	0.4	0.6	0
460	3.03	3.03	59.06	429	1344	0.4	79.6	0.6	0.2	0.6	11	21.2618911	0.8	0.4	0.61	81.5490329	0.2	0.65	0.65	0.4	Raipur	0.4	43.17	0.6	0.4	0
461	1.58	1.58	158.39	956	1555	0.6	61.2	0.6	0.6	0.8	9	41.3275459	0.4	0.6	0.64	19.8186982	0.8	0.65	0.65	0.6	Tirana	0.6	29.92	0.0	0.6	0
462	2.65	2.65	216.71	2302	4073	0.8	63.4	0.4	0.2	1.0	6	26.216667	0.8	0.8	0.7	50.583333	0.8	0.65	0.65	0.6	Manama	0.8	54.86	0.0	0.96	0
463	2.43	2.43	94.93	879	1621	0.4	40.7	0.0	0.6	0.8	21	51.7592485	0.8	0.4	0.7	19.4559833	0.4	0.65	0.65	0.8	Lodz	0.4	23.89	0.4	0.8	0
464	2.29	2.29	152.45	1312	2273	0.44	77.3	0.6	0.2	0.8	8	41.00527	0.64	0.58	0.63	28.97696	1.0	0.65	0.65	0.4	Istanbul	0.8	50.76	0.8	0.4	1
465	1.82	1.82	300.16	1190	2028	0.4	70.4	0.4	0.2	0.4	23	19.294099	0.6	0.4	0.62	-99.701254	0.6	0.65	0.65	0.6	Toluca	0.4	49.33	0.6	0.4	0
466	5.91	5.91	481.47	1978	3156	0.6	55.9	0.4	0.4	0.8	0	35.5138298	0.6	0.6	0.74	24.0180367	1.0	0.65	0.65	0.8	Chania	0.4	30.35	0.4	0.8	0
467	1.46	1.46	111.68	1106	1246	0.6	80.2	0.0	0.2	0.6	5	10.9915954	0.6	0.6	0.61	-74.9090454	0.8	0.65	0.65	0.4	Barranquilla	0.4	44.11	0.6	0.6	0
