	coffee_in_cafe	cost_beer	cost_coworking	cost_expat	cost_nomad	female_friendly	fragile_states_index	free_wifi_available	freedom_score	friendly_to_foreigners	internet_speed	latitude	leisure	lgbt_friendly	life_score	longitude	nightlife	nomadScore	nomad_score	peace_score	place	places_to_work	press_freedom_index	racism	safety	weed
468	4.84	4.84	170.55	2115	3350	0.6	43.1	0.6	0.6	0.6	17	43.85881	0.6	0.4	0.74	10.3276737	0.6	0.65	0.65	0.8	Lucca	0.6	28.93	0.6	0.8	0
469	2.99	2.99	243.4	2288	3288	0.8	44.5	0.8	0.4	1.0	9	25.3575	0.4	0.2	0.74	55.390833	0.2	0.65	0.65	0.8	Sharjah	0.4	36.73	0.6	0.8	0
470	3.03	3.03	181.87	1164	1378	0.62	81	0.4	0.2	0.27	10	56.8389261	0.6	0.2	0.57	60.6057025	0.6	0.65	0.65	0.4	Yekaterinburg	0.8	49.03	0.4	0.6	0
471	1.52	1.52	152.45	985	1841	0.6	77.3	0.4	0.2	0.62	13	38.41885	0.6	0.2	0.66	27.12872	0.4	0.65	0.65	0.4	Izmir	0.4	50.76	0.4	0.56	1
472	0.75	0.75	60.92	480	1151	0.0	73.9	0.4	0.2	0.8	15	53.6724806	0.4	0.2	0.66	23.8266926	0.4	0.65	0.65	0.6	Grodno	0.2	54.32	0.0	0.6	0
473	4.3	4.3	158.74	1836	3052	0.6	43.1	0.6	0.6	0.6	0	39.2253833	0.6	0.4	0.73	9.058338	0.6	0.65	0.65	0.8	Cagliari	0.6	28.93	0.6	0.8	0
474	6.65	6.65	327.92	4315	4307	1.0	22.8	1.0	0.8	0.8	0	64.133333	0.6	1.0	0.77	-21.933333	0.6	0.65	0.65	1	Reykjavik	0.4	15.3	1.0	1.0	0
475	2.36	2.36	203.94	1721	2650	0.4	65.3	0.4	0.4	0.6	11	-23.4698525	0.6	0.6	0.64	-47.576717	0.6	0.65	0.65	0.6	Sorocaba	0.4	32.62	0.6	0.4	0
476	4.43	4.43	1476.15	2785	4401	0.6	74.2	0.4	0.2	0.8	15	33.9691409	0.8	0.4	0.7	-6.9273709	0.6	0.65	0.65	0.6	Rabat	0.64	42.64	0.4	0.6	0
477	4.21	4.21	453.14	1718	1586	0.2	72.2	0.4	0.2	0.4	6	26.3544482	0.4	0.2	0.58	49.7122909	0.2	0.65	0.65	0.6	Dammam	0.4	59.72	0.4	0.6	0
478	4.63	4.63	410.93	3629	3371	0.8	32.4	0.6	0.6	0.8	10	50.8184381	0.6	0.6	0.78	-1.1678311	0.6	0.65	0.65	0.8	Portsmouth	0.6	21.7	0.6	1.0	0
479	2.0	2.0	250.52	1442	2782	0.4	74.2	0.4	0.2	1.0	5	33.5731104	0.8	0.4	0.66	-7.5898434	1.0	0.65	0.65	0.6	Casablanca	0.4	42.64	0.4	0.73	0
480	1.75	1.75	142.52	988	1701	0.4	76.3	0.4	0.2	0.8	9	40.4092617	0.8	0.4	0.67	49.8670924	1.0	0.64	0.64	0.4	Baku	0.4	57.89	0.0	0.6	0
481	5.77	5.77	528.82	5804	4669	0.6	21.8	0.6	0.8	0.6	16	46.6844946	0.8	0.6	0.78	7.8228106	0.6	0.64	0.64	1	Interlaken	0.6	11.76	0.6	0.8	0
482	1.09	1.09	88.96	722	1912	0.8	74.9	0.6	0.2	0.8	6	32.0989607	0.8	0.6	0.69	118.4575618	0.8	0.64	0.64	0.6	Nanjing	0.6	80.96	0.4	0.8	0
483	1.22	1.22	98.89	773	1515	0.4	40.7	0.6	0.6	0.8	8	50.2648919	0.6	0.6	0.69	19.0237815	0.6	0.64	0.64	0.8	Katowice	0.6	23.89	0.4	0.6	0
484	1.36	1.36	34.88	569	942	0.2	75.5	0.2	0.4	0.6	15	49.9935	0.4	0.2	0.56	36.230383	0.6	0.64	0.64	0.4	Kharkiv	0.4	32.93	0.4	0.4	0
485	1.6	1.6	128.04	1493	1308	0.2	80.2	0.4	0.2	0.64	7	6.235925	0.8	0.4	0.53	-75.575137	0.8	0.64	0.64	0.4	Medellín	0.8	44.11	0.4	0.4	1
486	6.81	6.81	553.71	4120	5194	0.44	44.5	0.8	0.4	0.82	6	24.466667	1.0	0.2	0.76	54.366667	0.62	0.64	0.64	0.8	Abu Dhabi	0.82	36.73	0.6	0.82	0
487	1.87	1.87	245.17	941	1266	0.6	70.4	0.4	0.2	0.6	5	19.3504358	0.6	0.2	0.63	-97.8975886	0.6	0.64	0.64	0.6	Puebla	0.4	49.33	0.6	0.4	0
488	2.58	2.58	132.87	962	1494	0.6	79.6	0.4	0.2	0.6	6	30.7333148	0.6	0.2	0.64	76.7794179	0.4	0.64	0.64	0.4	Chandigarh	0.4	43.17	0.2	0.6	0
489	1.12	1.12	507.82	1205	1286	0.0	84.7	0.2	0.2	0.8	6	10.3156992	0.8	0.4	0.58	123.8854366	0.6	0.64	0.64	0.4	Cebu	0.4	44.66	0.4	0.8	0
490	0.76	0.76	61.63	718	621	0.4	81	0.2	0.2	0.4	23	55.1170375	0.2	0.2	0.49	36.5970818	0.2	0.64	0.64	0.4	Obninsk	0.2	49.03	0.4	0.4	0
491	5.91	5.91	275.5	2167	3528	0.6	43.1	0.6	0.6	0.6	12	44.8362179	0.0	0.4	0.72	11.536406	0.6	0.64	0.64	0.8	Ferrara	0.6	28.93	0.6	0.6	0
492	13.72	13.72	436.63	4072	6219	0.6	DotMap()	0.8	DotMap()	0.6	14	49.1868225	0.6	1.0	0.77	-2.1065682	0.4	0.64	0.64	DotMap()	Saint Helier	0.8	DotMap()	0.0	0.6	0
493	7.22	7.22	587.57	2496	4220	1.0	21.5	0.8	1	0.8	0	57.0488195	0.6	0.8	0.8	9.921747	0.8	0.64	0.64	1	Aalborg	0.6	8.89	1.0	1.0	0
494	1.94	1.94	217.23	892	1539	0.6	77.3	0.6	0.2	0.0	6	37.8784235	0.6	0.2	0.67	32.3663982	0.0	0.64	0.64	0.4	Konya	0.0	50.76	0.6	0.8	0
495	1.44	1.44	69.72	565	982	0.4	81	0.6	0.2	0.8	12	51.533333	0.6	0.2	0.53	46.016667	0.4	0.64	0.64	0.4	Saratov	0.4	49.03	0.4	0.4	0
496	1.09	1.09	88.96	613	1058	0.8	74.9	0.4	0.2	0.6	0	36.7167	0.4	0.4	0.64	119.1	0.6	0.64	0.64	0.6	Weifang	0.4	80.96	0.4	0.8	0
497	3.49	3.49	284.06	1974	3518	0.6	66	0.0	0.6	0.6	0	17.7611578	0.8	0.2	0.68	-88.0277487	0.2	0.64	0.64	0.6	Caye Caulker	0.2	20.61	0.0	0.6	0
498	1.5	1.5	150.0	1107	1104	0.0	75.6	0.6	0.4	0.8	3	-0.1806532	0.6	0.6	0.7	-78.4678382	0.6	0.63	0.63	0.4	Quito	0.8	33.21	0.6	0.6	1
499	4.73	4.73	72.92	1666	1730	0.6	74.9	0.4	0.2	0.4	0	43.8256	0.4	0.4	0.64	87.6168	0.4	0.63	0.63	0.6	Urumqi	0.4	80.96	0.2	0.6	0
500	2.29	2.29	1524.46	2415	3547	0.38	77.3	0.6	0.2	0.6	49	39.92077	0.4	0.2	0.66	32.85411	0.4	0.63	0.63	0.4	Ankara	0.6	50.76	0.42	0.8	0
501	1.8	1.8	146.29	1734	1743	0.4	74	0.2	0.4	1.0	9	4.1754959	1.0	0.2	0.63	73.5093474	0.2	0.63	0.63	0.6	Male	0.2	34.17	0.0	0.4	0
502	1.83	1.83	248.1	1781	2176	0.4	77.3	0.8	0.2	0.8	5	36.5437825	0.6	0.2	0.67	31.9426119	0.6	0.63	0.63	0.4	Alanya	0.8	50.76	0.4	0.6	0
503	5.0	5.0	30.0	1801	2576	0.8	34	0.6	0.6	0.8	19	42.331427	0.6	0.6	0.63	-83.0457538	0.6	0.63	0.63	0.8	Detroit	0.8	22.49	0.8	0.2	1
504	1.5	1.5	79.73	757	1656	0.4	73.2	1.0	0.6	0.8	11	47.0105	0.6	0.4	0.62	28.8638	0.6	0.63	0.63	0.6	Chisinau	0.4	28.83	0.0	0.4	0
505	2.16	2.16	203.94	1214	2177	0.4	65.3	0.6	0.4	0.6	5	-2.5606303	0.6	0.8	0.62	-44.3281626	0.6	0.63	0.63	0.6	Sao Luis	0.4	32.62	0.6	0.4	0
506	2.58	2.58	210.16	899	1486	0.4	79.6	0.4	0.2	0.4	6	26.1445169	0.6	0.2	0.6	91.7362365	0.4	0.63	0.63	0.4	Guwahati	0.4	43.17	0.2	0.6	0
507	10.03	10.03	1505.07	4702	6154	0.8	21.8	0.4	0.8	0.8	20	46.5199617	0.6	0.8	0.78	6.6335971	0.6	0.63	0.63	1	Lausanne	0.4	11.76	0.6	1.0	0
508	4.24	4.24	389.63	2565	4611	0.6	32.4	0.8	0.6	0.6	0	39.9669402	0.6	0.6	0.77	-76.7659089	0.6	0.63	0.63	0.8	York	0.6	21.7	0.6	0.8	0
509	1.09	1.09	88.96	625	1129	0.8	74.9	0.4	0.2	0.6	25	38.0436	0.6	0.4	0.63	114.4983	0.4	0.63	0.63	0.6	Shijiazhuang	0.4	80.96	0.4	0.8	0
510	3.49	3.49	139.61	2273	2677	0.6	69.9	0.6	0.6	0.8	3	-33.9248685	0.8	0.6	0.71	18.4240553	0.8	0.63	0.63	0.6	Cape Town	0.8	21.92	0.6	0.42	0
511	4.0	4.0	275.0	2972	3182	0.82	34	1.0	0.6	0.82	4	32.7764749	0.6	0.8	0.78	-79.9310512	0.42	0.63	0.63	0.8	Charleston	0.8	22.49	0.8	0.62	0
512	2.83	2.83	73.82	1057	1201	0.6	79.6	0.6	0.2	0.8	3	26.2702848	1.0	0.4	0.72	72.8904576	0.6	0.62	0.62	0.4	Jodhpur	0.6	43.17	0.6	0.8	0
513	5.0	5.0	150.0	2242	3229	0.6	34	0.8	0.6	0.6	34	38.6270025	0.4	1.0	0.62	-90.1994042	0.4	0.62	0.62	0.8	Saint Louis	0.8	22.49	0.8	0.2	0
514	1.52	1.52	130.19	933	2108	0.6	77.3	0.4	0.2	0.6	19	40.266864	0.6	0.4	0.65	29.0634479	0.4	0.62	0.62	0.4	Bursa	0.4	50.76	0.4	0.6	1
515	5.3	5.3	431.43	1654	2531	0.6	81	0.4	0.2	0.6	16	54.716667	0.4	0.2	0.58	20.516667	0.4	0.62	0.62	0.4	Kaliningrad	0.4	49.03	0.4	0.6	0
516	2.54	2.54	190.51	1081	1703	0.4	90.7	0.2	0.2	0.8	5	23.810332	0.2	0.4	0.49	90.4125181	0.27	0.62	0.62	0.2	Dhaka	0.4	45.94	0.4	0.27	0
517	4.3	4.3	436.86	2632	4749	0.6	55.9	0.6	0.4	0.6	0	36.4071334	0.8	0.4	0.75	25.3505908	0.8	0.62	0.62	0.8	Santorini	0.6	30.35	0.6	0.8	0
518	4.12	4.12	340.87	3843	4741	0.2	45.1	0.8	0.4	0.8	9	25.2916097	0.8	0.2	0.7	51.5304368	0.56	0.62	0.62	0.8	Doha	0.8	35.97	0.0	1.0	0
519	0.97	0.97	219.15	3304	2068	0.4	70.4	0.4	0.2	0.4	5	20.2096166	0.6	0.4	0.6	-87.5068956	0.6	0.62	0.62	0.6	Tulum	0.4	49.33	0.6	0.4	0
520	4.55	4.55	369.8	1483	2012	0.6	81	0.4	0.2	0.8	0	56.2965039	0.4	0.2	0.58	43.9360589	0.8	0.62	0.62	0.4	Nizhny	0.4	49.03	0.4	0.6	0
521	1.5	1.5	122.25	954	1889	0.4	74.2	0.4	0.2	0.6	6	30.4277547	0.6	0.2	0.62	-9.5981072	0.6	0.62	0.62	0.6	Agadir	0.4	42.64	0.4	0.6	0
522	4.55	4.55	369.8	1458	1945	0.6	81	0.6	0.2	0.8	11	56.0152834	0.8	0.6	0.61	92.8932476	0.6	0.62	0.62	0.4	Krasnoyarsk	0.4	49.03	0.4	0.8	0
523	6.65	6.65	540.63	3259	3815	1.0	23.8	0.4	0.8	0.8	0	56.7263796	0.2	0.4	0.75	-111.3803407	0.6	0.61	0.61	1	Fort McMurray	0.6	15.26	1.0	0.8	0
524	0.74	0.74	95.97	641	889	0.27	79.6	0.2	0.2	0.64	2	12.9715987	0.4	0.2	0.64	77.5945627	0.4	0.61	0.61	0.4	Bangalore	0.8	43.17	0.2	0.58	0
525	2.0	2.0	319.96	1661	3040	0.2	72.2	0.4	0.2	0.6	7	24.633333	0.4	0.2	0.57	46.716667	0.6	0.61	0.61	0.6	Riyadh	1.0	59.72	0.4	0.4	0
526	3.21	3.21	226.95	1739	4532	0.4	52.4	0.6	0.6	0.6	12	42.6457042	0.6	0.2	0.72	18.0240181	0.4	0.61	0.61	0.8	Dubrovnik	0.6	27.91	0.6	0.8	0
527	0.0	0.0	59.06	296	1041	0.4	79.6	0.4	0.2	0.8	6	11.1085742	0.2	0.4	0.56	77.2937723	0.2	0.6	0.6	0.4	Tirupur	0.4	43.17	0.6	0.4	0
528	1.16	1.16	77.51	479	808	0.25	75.5	0.6	0.4	0.8	0	48.922633	0.4	0.2	0.58	24.711117	0.6	0.6	0.6	0.4	Ivano-Frankivsk	0.6	32.93	0.4	0.4	0
529	2.9	2.9	235.9	1162	1614	0.6	66.5	0.6	0.2	0.6	5	43.2220146	0.6	0.4	0.62	76.8512485	0.4	0.6	0.6	0.6	Almaty	0.6	54.55	0.0	0.6	0
530	4.3	4.3	393.57	2167	2634	1.0	28.6	0.6	0.8	1.0	3	50.1109221	0.8	1.0	0.83	8.6821267	0.8	0.6	0.6	1	Frankfurt	0.8	14.8	0.8	1.0	0
531	3.76	3.76	215.07	1841	3074	0.8	39.8	1.0	0.8	1.0	4	39.9991163	1.0	0.6	0.8	3.8389047	0.2	0.6	0.6	0.8	Ciutadella	0.6	19.92	0.4	0.8	1
532	4.83	4.83	178.58	696	1987	0.4	79.6	0.4	0.2	0.8	10	16.5062	0.4	0.4	0.6	80.648	0.4	0.6	0.6	0.4	Vijayawada	0.6	43.17	0.4	0.4	0
533	3.23	3.23	161.3	1315	2250	0.8	39.8	0.6	0.8	1.0	3	38.6227319	1.0	0.4	0.78	-0.5754373	0.2	0.6	0.6	0.8	Ibi	0.4	19.92	0.4	0.6	1
534	1.41	1.41	110.21	1152	777	0.6	78.8	0.2	0.2	0.8	2	9.75	0.6	0.8	0.65	100.0333	1.0	0.6	0.6	0.4	Ko Pha Ngan	0.4	44.53	0.4	0.6	0
535	1.82	1.82	148.21	1107	1547	0.6	74.9	0.4	0.2	0.8	6	38.914003	0.6	0.2	0.63	121.614682	0.4	0.6	0.6	0.6	Dalian	0.6	80.96	0.4	0.6	0
536	2.62	2.62	0.3	380	1201	0.4	79.6	0.4	0.2	0.6	9	34.106639	0.4	0.2	0.56	74.6666703	0.2	0.6	0.6	0.4	Srinagar	0.2	43.17	0.8	0.4	0
537	3.23	3.23	430.13	1594	2368	0.4	55.2	0.4	0.4	0.6	5	42.288056	0.6	0.4	0.65	18.8425	0.2	0.59	0.59	0.8	Budva	0.4	32.79	0.0	0.6	0
538	1.02	1.02	297.38	1882	1495	0.6	84.7	0.4	0.2	0.8	0	11.969281	0.2	0.4	0.56	121.8922095	0.6	0.59	0.59	0.4	Boracay	0.8	44.66	0.6	0.6	0
539	2.36	2.36	203.94	4613	3573	0.4	65.3	0.6	0.4	0.6	5	-23.1894443	0.6	0.8	0.61	-46.0030986	0.6	0.59	0.59	0.6	São José dos Campos	0.4	32.62	0.6	0.4	0
540	0.74	0.74	59.06	772	745	0.2	79.6	0.2	0.2	0.8	4	17.385044	0.42	0.2	0.58	78.486671	0.6	0.59	0.59	0.4	Hyderabad	0.8	43.17	0.2	0.4	0
541	2.61	2.61	212.63	851	1177	0.6	81	0.4	0.2	0.6	12	56.833333	0.2	0.2	0.54	53.183333	0.6	0.59	0.59	0.4	Izhevsk	0.4	49.03	0.4	0.6	0
542	2.19	2.19	196.65	1245	2066	0.0	65.3	0.4	0.4	0.8	5	-8.0475458	1.0	0.6	0.53	-34.8769621	1.0	0.59	0.59	0.6	Recife	0.8	32.62	0.8	0.2	0
543	1.52	1.52	60.62	636	1086	0.4	81	0.4	0.2	0.8	6	53.202778	0.4	0.2	0.49	50.140833	0.2	0.59	0.59	0.4	Samara	0.4	49.03	1.8181818181818e+28	0.4	0
544	0.86	0.86	70.28	845	1528	0.0	66.1	0.4	0.2	0.8	3	5.980408	0.8	0.6	0.69	116.0734568	0.2	0.59	0.59	0.6	Kota Kinabalu	0.6	46.57	0.0	0.8	0
545	3.41	3.41	277.35	1157	1511	0.6	81	0.4	0.2	0.8	25	56.5010397	0.2	0.2	0.56	84.9924506	0.4	0.59	0.59	0.4	Tomsk	0.2	49.03	0.4	0.8	0
546	1.41	1.41	28.26	1092	1247	1.0	78.8	0.4	0.2	0.8	2	10.0922767	0.6	0.8	0.67	99.8003846	0.4	0.58	0.58	0.4	Ko Tao	0.2	44.53	0.4	0.6	0
547	1.6	1.6	130.44	789	1664	0.4	65.3	0.8	0.4	0.8	2	-5.7792569	0.8	1.0	0.69	-35.200916	1.0	0.58	0.58	0.6	Natal	0.4	32.62	0.8	0.58	0
548	1.72	1.72	182.74	843	1004	0.4	81	0.4	0.2	0.2	10	47.260667	0.4	0.2	0.5	39.3478194	0.2	0.58	0.58	0.4	Rostov-on-Don	0.2	49.03	0.6	0.6	0
549	1.52	1.52	260.38	1588	3076	0.4	77.3	0.4	0.2	1.0	7	37.035339	0.4	0.6	0.64	27.43029	1.0	0.58	0.58	0.4	Bodrum	0.6	50.76	0.4	0.64	0
550	1.87	1.87	224.46	1376	1306	0.4	74.9	0.6	0.2	0.64	4	-6.2087634	0.6	0.2	0.63	106.845599	0.6	0.58	0.58	0.6	Jakarta	0.8	41.72	0.4	0.6	0
551	1.93	1.93	87.06	713	1545	0.6	70.4	0.0	0.2	1.0	3	17.0594169	0.6	0.6	0.68	-96.7216219	0.6	0.58	0.58	0.6	Oaxaca	0.4	49.33	0.0	0.8	0
552	3.15	3.15	72.92	2513	1651	0.6	74.9	0.4	0.2	0.6	3	39.9587666	0.4	0.6	0.68	116.357994	0.6	0.58	0.58	0.6	Chaoyang	0.8	80.96	0.2	0.6	0
553	1.48	1.48	103.35	1186	962	0.2	79.6	0.2	0.2	0.8	1	28.6139391	0.6	0.2	0.58	77.2090212	0.6	0.58	0.58	0.4	New Delhi	0.8	43.17	0.2	0.4	0
554	2.65	2.65	30.31	892	1074	0.6	81	0.6	0.2	0.6	10	55.0083526	0.27	0.18	0.54	82.9357327	0.6	0.58	0.58	0.4	Novosibirsk	0.4	49.03	0.45	0.6	0
555	0.75	0.75	5.61	842	639	0.4	74.9	0.6	0.2	0.8	3	-6.742867	0.6	0.2	0.65	108.5190193	0.4	0.58	0.58	0.6	Cirebon	0.8	41.72	0.4	0.6	0
556	10.0	10.0	813.74	5446	6345	0.6	DotMap()	0.6	DotMap()	0.8	6	32.294816	0.6	0.4	0.77	-64.781375	0.8	0.57	0.57	DotMap()	Hamilton	0.4	DotMap()	0.8	0.8	0
557	1.99	1.99	149.03	1141	1118	0.4	87.4	0.4	0.2	0.8	1	13.3622	0.6	0.6	0.56	103.8597	0.4	0.57	0.57	0.4	Siem Reap	0.8	40.7	0.0	0.6	0
558	3.27	3.27	266.25	1324	1606	0.6	81	0.6	0.2	0.6	18	55.1644419	0.4	0.2	0.55	61.4368431	0.4	0.57	0.57	0.4	Chelyabinsk	0.4	49.03	0.4	0.6	0
559	2.87	2.87	233.49	1125	2299	0.4	DotMap()	0.6	0.4	0.4	1	5.36	0.6	0.4	0.72	4.0038	0.8	0.57	0.57	DotMap()	Abidjan	0.6	30.17	0.0	0.6	0
560	1.36	1.36	15.5	530	821	0.2	75.5	0.4	0.4	0.8	9	47.910483	0.4	0.2	0.54	33.391783	0.4	0.57	0.57	0.4	Krivoy-Rog	0.4	32.93	0.4	0.4	0
561	1.03	1.03	73.82	689	916	0.4	79.6	0.2	0.2	0.6	2	21.1458004	0.8	0.4	0.63	79.0881546	0.4	0.57	0.57	0.4	Nagpur	0.4	43.17	0.2	0.6	0
562	2.4	2.4	22.45	782	726	0.4	74.9	0.4	0.2	0.6	2	-7.7971	0.4	0.2	0.64	110.3705	0.6	0.57	0.57	0.6	Yogyakarta	0.4	41.72	0.4	0.6	0
563	1.47	1.47	196.49	1211	1679	0.2	98.3	0.2	0.4	1.0	8	-1.2920659	0.6	0.6	0.43	36.8219462	1.0	0.57	0.57	0.2	Nairobi	0.4	31.16	0.0	0.4	0
564	4.63	4.63	462.8	2257	2724	0.8	35.1	0.8	0.6	0.8	4	35.0061	1.0	0.6	0.81	135.76095	1.0	0.57	0.57	0.8	Kyoto	0.4	28.67	0.8	1.0	0
565	1.99	1.99	165.46	1836	2096	0.6	89.6	0.4	0.4	0.8	1	33.8886289	1.0	0.6	0.63	35.4954794	1.0	0.56	0.56	0.4	Beirut	0.4	31.95	0.0	0.6	0
566	1.44	1.44	117.41	903	1778	0.4	78.5	0.2	0.4	1.0	3	-17.866667	1.0	0.6	0.71	-63.0	1.0	0.56	0.56	0.4	Santa Cruz	0.4	31.78	0.8	0.6	0
567	2.4	2.4	59.06	473	1591	0.6	79.6	0.4	0.2	0.4	3	19.8700415	0.6	0.2	0.63	75.1651153	0.2	0.56	0.56	0.4	Aurangabad	0.4	43.17	0.4	0.6	0
568	0.0	0.0	233.84	638	971	0.6	84.7	0.6	0.2	0.8	1	6.1375536	0.6	0.6	0.6	125.0174292	0.6	0.56	0.56	0.4	General Santos	0.8	44.66	0.6	0.6	0
569	0.92	0.92	27.29	577	624	0.6	79.6	0.4	0.2	0.4	3	26.9124336	0.4	0.4	0.59	75.7872709	0.6	0.56	0.56	0.4	Jaipur	0.4	43.17	0.2	0.6	0
570	4.06	4.06	911.64	2214	2491	0.4	84.7	0.6	0.2	1.0	2	14.554729	0.96	0.8	0.61	121.0244452	0.8	0.56	0.56	0.4	Makati	0.8	44.66	0.4	0.8	0
571	2.34	2.34	59.06	462	1243	0.6	79.6	0.6	0.2	0.6	2	22.7840284	0.6	0.2	0.66	86.1757708	0.2	0.56	0.56	0.4	Jamshedpur	0.4	43.17	0.4	0.6	0
572	1.48	1.48	81.21	784	1059	0.4	79.6	0.4	0.2	0.6	1	26.8465108	0.6	0.6	0.61	80.9466832	0.6	0.56	0.56	0.4	Lucknow	0.6	43.17	0.2	0.6	0
573	0.83	0.83	67.55	1739	915	0.4	79.6	0.4	0.2	0.6	2	30.900965	0.6	0.6	0.6	75.8572758	0.6	0.55	0.55	0.4	Ludhiana	0.6	43.17	0.2	0.6	0
574	1.48	1.48	103.35	1369	1301	0.2	79.6	0.2	0.2	0.8	2	19.0759837	0.6	0.22	0.56	72.8776559	0.6	0.55	0.55	0.4	Mumbai	0.8	43.17	0.2	0.4	0
575	4.0	4.0	533.27	2445	4175	0.2	72.2	0.2	0.2	0.2	10	21.543333	0.2	0.2	0.5	39.172778	0.4	0.55	0.55	0.6	Jeddah	0.4	59.72	0.4	0.4	0
576	1.41	1.41	110.21	730	1285	0.6	78.8	0.2	0.2	0.8	3	7.7333	0.6	0.6	0.66	98.7667	1.0	0.55	0.55	0.4	Ko Phi Phi	0.2	44.53	0.4	0.8	0
577	1.43	1.43	59.06	488	1229	0.4	79.6	0.4	0.2	0.6	2	19.2405375	0.6	0.2	0.63	73.1301495	0.2	0.55	0.55	0.4	Kalyan	0.4	43.17	0.4	0.6	0
578	1.99	1.99	100.6	1036	1039	0.4	87.4	0.4	0.2	0.8	4	11.5448729	0.6	0.6	0.51	104.8921668	0.4	0.55	0.55	0.4	Phnom Penh	0.8	40.7	0.0	0.4	0
579	1.11	1.11	36.91	739	931	0.4	79.6	0.2	0.2	0.8	3	18.5204303	0.6	0.4	0.62	73.8567437	0.6	0.55	0.55	0.4	Pune	0.4	43.17	0.2	0.6	0
580	2.59	2.59	218.57	1039	1167	0.4	81	0.4	0.2	0.45	10	54.7388	0.4	0.2	0.51	55.9721	0.2	0.55	0.55	0.4	Ufa	0.4	49.03	0.4	0.6	0
581	2.4	2.4	122.36	709	624	0.4	79.6	0.6	0.2	0.8	1	25.3176	0.6	0.4	0.67	82.9739	0.6	0.55	0.55	0.4	Varanasi	0.8	43.17	0.4	0.8	0
582	0.0	0.0	26.05	1201	2735	0.4	74.2	0.6	0.2	0.8	2	33.4596181	0.8	0.4	0.68	-112.0765059	0.4	0.55	0.55	0.6	Fez	0.8	42.64	0.8	0.6	0
583	2.06	2.06	110.07	874	1708	0.6	53.7	0.6	0.4	0.8	4	43.2140504	0.6	0.6	0.69	27.9147333	0.6	0.55	0.55	0.8	Varna	0.4	34.46	0.4	0.8	0
584	3.9	3.9	142.97	1280	3082	0.6	DotMap()	0.4	0.2	0.8	4	31.8980428	0.4	0.2	0.73	35.2042714	0.8	0.55	0.55	DotMap()	Ramallah	0.4	42.93	0.8	0.6	0
585	2.95	2.95	73.82	1307	986	0.6	79.6	0.6	0.2	0.8	3	31.634	0.8	0.4	0.63	74.8723	0.6	0.55	0.55	0.4	Amritsar	0.8	43.17	0.4	0.8	0
586	1.46	1.46	145.94	1148	2231	0.4	72	0.4	0.6	0.8	3	-12.046374	0.8	0.2	0.63	-77.0427934	0.6	0.55	0.55	0.6	Lima	0.8	29.99	0.6	0.6	1
587	3.15	3.15	72.92	1568	1146	0.6	74.9	0.4	0.2	0.6	4	25.0213216	0.4	0.4	0.63	102.600965	0.2	0.55	0.55	0.6	Kunming	0.4	80.96	0.4	0.6	0
588	1.34	1.34	109.11	722	729	0.4	70.7	1.0	0.2	1.0	4	11.9404192	0.6	0.4	0.66	108.4583132	0.4	0.55	0.55	0.6	Da Lat	0.4	74.27	0.4	0.6	0
589	1.46	1.46	116.75	828	1537	0.0	72	0.4	0.6	1.0	4	-16.4090474	0.6	0.4	0.67	-71.537451	0.6	0.55	0.55	0.6	Arequipa	0.4	29.99	0.6	0.56	1
590	1.26	1.26	72.92	2800	1732	0.6	74.9	0.4	0.2	0.6	4	20.0117253	0.8	0.6	0.68	110.0379904	0.6	0.55	0.55	0.6	Haikou	0.4	80.96	0.2	0.6	0
591	1.0	1.0	244.0	1622	3095	0.6	53.2	0.8	0.4	0.6	4	9.3406	1.0	0.8	0.74	-82.2406	0.8	0.55	0.55	0.8	Bocas del Toro	0.6	30.59	0.8	0.6	0
592	0.95	0.95	85.4	1868	1583	0.2	101.7	0.4	0.2	0.6	5	31.5546061	0.6	0.4	0.37	74.3571581	0.4	0.54	0.54	0.2	Lahore	0.4	48.52	0.8	0.6	0
593	4.35	4.35	59.06	449	1500	0.6	79.6	0.4	0.2	0.6	2	23.8020368	0.6	0.2	0.66	86.3642094	0.2	0.54	0.54	0.4	Dhanbad	0.4	43.17	0.4	0.6	0
594	1.82	1.82	138.94	1026	1261	0.6	79	0.2	0.6	0.8	2	12.136389	0.4	0.6	0.63	-86.251389	0.4	0.54	0.54	0.4	Managua	0.6	28.82	0.0	0.6	0
595	3.7	3.7	451.51	2050	3749	0.8	35.1	0.8	0.6	0.8	3	37.0625	1.0	0.6	0.81	-95.677068	0.8	0.54	0.54	0.8	Kobe	0.8	28.67	0.6	1.0	0
596	1.59	1.59	59.06	373	1170	0.4	79.6	0.4	0.2	0.6	2	26.2141389	0.6	0.2	0.64	78.1208586	0.2	0.54	0.54	0.4	Gwalior	0.4	43.17	0.4	0.6	0
597	3.14	3.14	255.48	1168	2465	0.6	69.9	0.8	0.6	0.6	4	-25.746111	0.8	0.8	0.69	28.188056	0.8	0.54	0.54	0.6	Pretoria	0.8	21.92	0.6	0.6	0
598	1.47	1.47	246.82	1225	1571	0.2	70.4	0.4	0.2	0.2	16	31.6537863	0.2	0.2	0.4	-106.5832922	0.2	0.54	0.54	0.6	Juarez	0.2	49.33	0.4	0.2	0
