	education	like	username	work	edu_str	cities	countries	followers	following
1115	"[""Bachelor's Degree""]"	['Waking up early', 'Dogs', 'Coffee', 'Cocktails', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Yoga', 'Spiritual', 'Diving', 'Surfing', 'Kitesurfing', 'Sailing', 'Reading', 'Introvert', 'Movies', 'Cooking', 'Feminism', 'Progressive politics']	@hattorious	['Software Dev', 'Data']	Bachelor's Degree	42	15	13	9
1116			@basbakker			4	3	10	5
1117			@edlevis			0	0	0	1
1118			@viniciusteles	['Startup Founder']		5	4	11	2
1119			@alexkim			3	3	3	2
1120		['Writing']	@sindicate6	['Law']		0	0	1	1
1121			@clinton_dtl			0	0	1	1
1122			@tobias_brockow			0	0	3	4
1123			@hanselazul			0	0	1	1
1124		['Vegetarian', 'Photography']	@martinb3			65	35	19	20
1125			@stevenyilin			31	12	4	5
1126			@cthulupus			1	1	0	2
1127			@daniel_moves			0	0	0	1
1128			@theodoorpater			4	4	1	2
1129			@yrezgui	['Support']		23	12	19	16
1130			@rosslerenard			12	6	1	1
1131			@josh_usa			12	10	0	2
1132			@mikel			0	0	3	2
1133			@d3sire			0	0	0	1
1134			@andrewoons	['Startup Founder']		0	0	3	4
1135			@syncreticudon			1	1	1	13
1136			@swedejoel			3	3	1	2
1137			@silasjpeterson			0	0	2	2
1138			@uchepete			33	10	4	2
1139			@ubersmile			11	7	0	1
1140			@farcosailas			10	7	8	24
1141			@adrien_gonin			0	0	5	4
1142			@ambrose			13	5	1	4
1143			@jawneeboy			4	3	0	1
1144			@devrando			1	1	0	3
1145	"[""Bachelor's Degree""]"	['Coffee', 'No alcohol', 'Vegan', 'Vegetarian', 'Fitness', 'Hiking', 'Running', 'Reading', 'Extrovert', 'Documentaries', 'Electronic music']	@erikbenjamin	['Startup Founder', 'Crypto', 'Blogging', 'Marketing', 'Sales', 'Support']	Bachelor's Degree	42	24	3	6
1146			@magicvilleco	['Startup Founder']		5	3	6	5
1147		['Writing']	@antoniopratas			5	5	10	15
1148			@jrp90	['Web Dev']		1	1	4	6
1149			@dannypostma			11	3	4	10
1150			@antoinersx	['Startup Founder']		20	15	5	4
1151			@tjwilliams	['Startup Founder']		2	2	2	3
1152			@courtland			3	3	348	24
1153			@cnomad			0	0	3	2
1154			@bluebrypancakes			2	1	1	1
1155			@jeremyluebke	['Startup Founder']		0	0	3	3
1156	"[""Master's Degree""]"	['Staying up late', 'Cocktails', 'Beer', 'Skateboarding']	@chicoxyzzy	['Web Dev', 'Software Dev', 'Community']	Master's Degree	34	20	9	6
1157			@urigo			0	0	17	10
1158			@murillo			8	6	0	2
1159			@radiljancz			4	4	1	2
1160			@mirkatekelova			4	4	1	1
1161			@aleksv			0	0	1	3
1162			@nomadresidency			0	0	1	1
1163			@emmy_irl			0	0	1	2
1164			@lewispeckover			14	7	2	2
1165			@menonweb			8	7	5	8
1166			@jamalx31			15	11	8	13
1167			@lonroth	['Startup Founder']		0	0	16	21
1168			@mikephilipp			10	3	2	4
1169		['Vegan']	@thesleepyvegan			31	11	9	6
1170			@talbrown	['Product Manager', 'Sales']		1	1	0	2
1171			@aboundlessworld	['Crypto']		0	0	26	32
1172			@nakamako			1	1	0	1
1173		['Waking up early', 'Coffee', '420', 'Outdoors', 'Motorcycling', 'Football', 'Reading', 'Gaming', 'Beach', 'History', 'Documentaries', 'Electronic music']	@sharvit	['Web Dev', 'Software Dev', 'Mobile Dev']		9	4	0	1
1174		['Writing']	@wasabi			0	0	8	7
1175			@yuvalbarhai			12	10	0	1
1176			@tripleogisel			0	0	5	3
1177		['Yoga', 'Dancing', 'Feminism', 'Progressive politics']	@carolinesyrup	['Web Dev', 'Education', 'SaaS', 'Logistics']		27	14	7	10
1178			@todorovsvetlin			0	0	0	1
1179			@aaemnnosttv			0	0	7	7
1180			@coco			5	3	3	48
1181			@jimdabell			0	0	5	7
1182		['Feminism']	@jennie_armsy	['Startup Founder']		0	0	1	3
1183			@sushmit	['Data']		14	7	3	14
1184			@zrski			0	0	3	5
1185			@nick_			0	0	0	1
1186			@slkra	['Startup Founder']		0	0	4	3
1187			@zigor_uriarte			10	9	4	6
1188			@carterlized	['Politics']		15	12	5	6
1189			@hollymona			0	0	0	1
1190			@travishdc			2	2	1	1
1191	"['High School', ""Bachelor's Degree""]"	['Waking up early', 'Cats', 'Dogs', 'Samoyeds', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Eating meat', 'Japanese food', 'Italian food', 'Chinese food', 'Fitness', 'Hiking', 'Climbing', 'Outdoors', 'Swimming', 'Running', 'Cycling', 'Sailing', 'Snowboarding', 'Skiing', 'Reading', 'Introvert', 'Beach', 'Movies', 'Cooking', 'Backpacking', 'Centrist politics', 'Conservative politics']	@unicycle	['Web Dev', 'Software Dev', 'Mobile Dev', 'Crypto']	High School, Bachelor's Degree	49	20	1	2
1192			@eric_nation	['Web Dev']		0	0	4	4
1193			@kam			2	2	0	3
1194		['Writing']	@rgeorgia_			9	9	59	23
1195			@hugobyrne			0	0	0	2
1196		['Vegan']	@rumpusparable			11	5	0	1
1197		['Waking up early', 'Cats', 'Dogs', 'Coffee', 'Cocktails', 'Wine', 'Vegan', 'Vegetarian', 'Hiking', 'Yoga', 'Spiritual', 'Diving', 'Surfing', 'Sailing', 'Golf', 'Extrovert', 'History', 'Documentaries', 'Photography', 'Film making', 'Cooking']	@kblanqua	['Startup Founder', 'Journalism', 'Blogging', 'Data', 'Marketing', 'Sales']		52	30	10	8
1198		['Writing']	@ecosuave			37	18	1	6
1199			@wildmolasses	['Community']		3	3	5	7
1200			@jeanetwolf	['Startup Founder', 'Blogging']		9	6	1	3
1201			@lionsmaindc			6	4	1	2
1202			@vellu			6	6	2	1
1203			@vishal			1	1	7	8
1204			@bseelig			3	3	2	2
1205			@cathyx			2	2	2	3
1206		['Writing']	@dansafunnyman			6	3	7	4
1207			@carolejean			0	0	1	1
1208			@freddychanut	['Marketing']		0	0	6	2
1209	['High School']	['Staying up late', 'Dogs', 'Samoyeds', 'Tea', 'Coffee', 'Wine', 'Beer', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Skateboarding', 'Snowboarding', 'Football', 'Reading', 'Gaming', 'Introvert', 'Third Culture Kid', 'Shopping', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Writing', 'Film making', 'Singing', 'Partying', 'Progressive politics']	@maila	['Software Dev', 'Mobile Dev', 'UI/UX Design']	High School	5	5	2	4
1210			@julia			5	4	14	28
1211			@armanid27			3	2	0	1
1212			@jessicaguzik	['Community']		9	7	11	16
1213			@jasonc			5	4	2	10
1214			@martingavanda			1	1	2	2
1215		['Beer']	@colinw	['Web Dev']		65	35	18	21
1216			@spunkypixels			17	9	5	7
1217	"['High School', ""Bachelor's Degree""]"	['Waking up early', 'Cats', 'Dogs', 'Tea', 'Coffee', 'Beer', 'Outdoors', 'Movies', 'Acoustic music', 'Electronic music', 'Writing', 'Urbex', 'Feminism', 'Progressive politics']	@nat	['Web Dev', 'Software Dev']	High School, Bachelor's Degree	9	3	14	13
1218		['Coffee', 'Eating fish', 'Japanese food', 'Running', 'Cycling', 'Introvert', 'Third Culture Kid', 'Photography']	@jonnaro	['Data', 'Fitness', 'Marketing', 'Architecture']		22	10	4	9
1219			@marcussandstrom	['Startup Founder']		0	0	4	4
1220			@balibizwiz			0	0	0	1
1221			@adamolear			54	28	1	2
1222			@jeroen			0	0	4	5
1223			@marie			6	5	0	2
1224		['Cats']	@avinasha	['Software Dev']		8	4	8	12
1225			@bc00			1	1	2	9
1226			@innaboch			1	1	0	1
1227			@darko_mijic			0	0	3	2
1228			@chelocoach	['Coach']		8	3	0	2
1229			@vancityj	['Product Manager', 'Marketing']		1	1	6	3
1230			@adamgorog	['Blogging']		1	1	0	1
1231			@tgrassin	['Startup Founder']		0	0	3	6
1232			@emeliefagel	['Startup Founder', 'Creative', 'Journalism', 'Community']		10	10	23	24
1233			@norbertdragan	['UI/UX Design', 'Crypto']		17	13	16	29
1234			@jpalla			0	0	1	2
1235			@larshelg			2	2	0	1
1236			@markpcolgan	['Startup Founder', 'Marketing']		1	1	7	16
1237			@kolyo			4	4	0	1
1238			@seb_p			3	3	0	2
1239			@anashkin			1	1	0	1
1240			@katelevy	['Software Dev', 'Startup Founder']		0	0	1	2
1241			@novarideout			0	0	1	3
1242	"[""Master's Degree""]"	['Staying up late', 'Cats', 'Coffee', 'Wine', 'Beer', 'Japanese food', 'Introvert', 'Movies']	@tamtamchik	['Web Dev', 'Software Dev']	Master's Degree	36	18	3	3
1243			@langtonsp	['Startup Founder']		0	0	3	4
1244			@massimo1989			0	0	0	1
1245			@tusabras			3	3	0	3
1246			@markehrich			1	1	0	1
1247			@zhanna			14	3	0	1
1248			@onesassa			0	0	0	1
1249			@gregl			7	4	0	1
1250			@ahamdan			0	0	0	1
1251			@accentadventure	['Startup Founder']		0	0	0	1
1252			@acsaari	['Startup Founder', 'Marketing']		13	2	3	3
1253			@laurasawyer4			0	0	1	2
1254			@michaelmesserli	['Web Dev']		15	7	13	11
1255			@shanemcdermed			22	15	3	1
1256			@hyun			0	0	4	3
1257	['High School']	['Waking up early', 'Staying up late', 'Cats', 'Dogs', 'Tea', 'Coffee', 'Eating fish', 'Japanese food', 'Fitness', 'Outdoors', 'Yoga', 'Skateboarding', 'Snowboarding', 'Skiing', 'Fight sports', 'Reading', 'Introvert', 'Beach', 'Documentaries', 'Acoustic music', 'Electronic music', 'Writing', 'Photography', 'Film making', 'Drawing', 'Vanlife', 'Urbex', 'Feminism', 'Progressive politics']	@jamesdaly90	['UI/UX Design', 'Startup Founder', 'Creative', 'Ecommerce']	High School	24	12	9	23
1258			@mrfairweather	['Startup Founder']		23	18	1	2
1259			@wanderboss			0	0	15	18
1260			@robinduckett	['Game Dev']		0	0	3	4
1261			@skewed_corp	['Software Dev']		2	2	7	14
1262			@ldirer			0	0	0	2
1263			@b1nary	['Crypto']		17	7	6	3
1264		['Film making']	@speedynomads	['Startup Founder']		4	3	10	6
1265			@swader			6	6	27	11
1266			@c_c	['Creative']		13	4	3	7
1267			@ph0n33z			23	9	1	4
1268			@benglian			0	0	2	3
1269	"[""Bachelor's Degree""]"	['Waking up early', 'Tea', 'Wine', 'Eating meat', 'Fitness', 'Spiritual', 'Surfing', 'Running', 'Cycling', 'Skiing', 'Reading', 'Beach', 'Movies', 'Cooking', 'Backpacking', 'Partying']	@mary_oleksiuk	['Web Dev']	Bachelor's Degree	26	15	4	5
1270		['Waking up early', 'Staying up late', 'Cats', 'Dogs', 'Tea', 'Coffee', 'Outdoors', 'Diving', 'Surfing', 'Reading', 'Extrovert', 'Introvert', 'Beach', 'Acoustic music', 'Electronic music', 'Cooking']	@tmaximini	['Web Dev', 'Software Dev']		28	10	3	11
1271			@vearme			1	1	0	1
1272			@seriousmofo			2	2	0	1
1273			@sarahktrapp	['Community', 'Marketing']		1	1	6	3
1274			@zuzapogopl			2	2	1	2
1275			@airlishcom			0	0	0	1
1276			@ako			1	1	5	5
1277			@balindsieber	['Software Dev']		4	4	10	8
1278			@myangster	['Startup Founder']		1	1	1	1
1279	"[""Bachelor's Degree""]"	['Tea', 'Beer', 'Eating meat', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Reading', 'Gaming', 'Introvert', 'Movies', 'Electronic music']	@cpitkin	['Software Dev']	Bachelor's Degree	1	1	5	9
1280			@cggaurav			2	2	15	18
1281			@angeliquetoque	['Startup Founder', 'Marketing']		0	0	22	26
1282			@enelinpaas			0	0	1	2
1283			@mikepark			0	0	4	5
1284		['Outdoors']	@letsroamwild			0	0	15	14
1285		['Photography']	@mathieu_mcfly	['Startup Founder']		0	0	8	6
1286	"[""Master's Degree""]"	['Coffee', 'Fitness', 'Climbing', 'Outdoors', 'Third Culture Kid', 'Beach', 'Dancing']	@piovella	['UI/UX Design', 'Creative']	Master's Degree	11	8	8	11
1287			@lucyfchen	['Product Manager']		12	10	3	2
1288	['High School']	['Coffee', 'Wine', 'Eating meat', 'Japanese food', 'Mexican food', 'Italian food', 'Hiking', 'Outdoors', 'Cycling', 'Tennis', 'Reading', 'Gaming', 'Extrovert', 'Introvert', 'Philosophy', 'Acoustic music', 'Writing', 'Film making', 'Cooking', 'Singing']	@ryanchatterton	['Startup Founder', 'Creative', 'Blogging', 'Marketing', 'SaaS']	High School	27	17	28	4
1289			@luxeinacity			0	0	6	3
1290			@louhew	['Product Manager']		5	4	7	8
1291			@petr_suska	['Startup Founder']		10	7	19	16
1292			@andrii			0	0	0	2
1293			@nikkokzn			4	2	1	2
1294			@max232			4	3	0	2
1295			@jodebane			9	4	1	2
1296			@rob22922			0	0	0	1
1297			@imsuperiknow			0	0	0	1
1298	"['High School', ""Bachelor's Degree"", ""Master's Degree""]"	['Waking up early', 'Staying up late', 'Tea', 'Coffee', 'No alcohol', 'Diving', 'Swimming', 'Snowboarding', 'Football', 'Beach', 'Electronic music']	@aaz	['Web Dev', 'Software Dev', 'Startup Founder', 'Blogging', 'SaaS']	High School, Bachelor's Degree, Master's Degree	11	7	259	46
1299			@linzjub			16	11	1	1
1300			@luannalita	['Startup Founder', 'Creative']		36	19	4	8
1301			@ravirana211			7	1	2	24
1302		['Progressive politics']	@brett			54	16	9	15
1303		['Diving', 'Kitesurfing']	@anderkd			46	8	4	7
1304			@kerouacsyndrome			3	3	1	2
1305			@conwayanderson			0	0	28	23
1306			@thoughtmechanic			0	0	0	1
1307			@jjuter			0	0	3	1
1308			@steve_verm	['Software Dev', 'Game Dev', 'Startup Founder']		10	8	2	1
1309			@artistdevida	['Creative']		2	2	0	3
1310			@thefriendlydev	['Web Dev', 'Startup Founder']		0	0	5	6
1311			@kristinalogos			2	2	3	3
1312			@chong	['Startup Founder']		12	8	3	11
1313			@igorjuacaba			0	0	0	3
1314			@diarrhio			14	7	1	2
1315			@patrickklima	['Marketing']		0	0	2	4
1316			@piotr_nurek			0	0	0	1
1317			@radesmond	['Startup Founder']		3	2	1	2
1318			@jirka			3	3	0	1
1319			@alicemeow	['Support']		0	0	0	1
1320	"[""Bachelor's Degree""]"	['Waking up early', 'Staying up late', 'Tea', 'Coffee', 'Wine', 'Beer', 'Korean food', 'Japanese food', 'Mexican food', 'Chinese food', 'Hiking', 'Outdoors', 'Diving', 'Running', 'Cycling', 'Extrovert', 'Documentaries', 'Philosophy', 'Movies', 'Writing', 'Photography', 'Cooking', 'Backpacking', 'Feminism', 'Progressive politics']	@macwrites	['Creative', 'Marketing']	Bachelor's Degree	38	30	9	3
1321			@raddougall			2	2	4	7
1322		['Outdoors']	@joshua	['Startup Founder']		20	13	90	75
1323			@iamhalph			0	0	0	2
1324			@ovihentea			5	4	5	2
1325	['High School']	['Cats', '420', 'Pescetarian', 'Mexican food', 'Hiking', 'Climbing', 'Outdoors', 'Yoga']	@dnslnsyjhnsn		High School	10	3	18	11
1326			@kelseykwong			0	0	9	5
1327			@jaistag			8	6	4	3
1328	['High School']	['Waking up early', 'Dogs', 'Coffee', 'Beer', 'Drinking alcohol', '420', 'Eating meat', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Swimming', 'Running', 'Cycling', 'Skateboarding', 'Football', 'Gaming', 'Third Culture Kid', 'History', 'Documentaries', 'Philosophy', 'Photography', 'Film making', 'Backpacking', 'Feminism', 'Progressive politics']	@paulohp	['Web Dev', 'Software Dev', 'Mobile Dev', 'Blogging', 'Community']	High School	16	11	9	9
1329		['Beer']	@iamrobh			1	1	0	1
1330			@clauignat			0	0	0	1
1331			@travis			0	0	0	1
1332			@gphillips_nz	['Web Dev', 'Software Dev', 'Startup Founder']		2	2	4	7
1333			@samueldelesque	['Startup Founder']		12	8	2	6
1334			@paupi			0	0	0	5
1335	"[""Bachelor's Degree"", ""Master's Degree""]"		@abstaa	['Politics']	Bachelor's Degree, Master's Degree	3	2	0	1
1336			@cciarm	['Software Dev']		0	0	0	1
1337			@shili			0	0	0	1
1338			@lukepancoe			0	0	2	1
1339			@joshuaballard			14	6	7	4
1340			@pitharat			0	0	1	2
1341		['Cats', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Climbing', 'Outdoors', 'Swimming', 'Motorcycling', 'Snowboarding', 'Skiing', 'Third Culture Kid', 'Movies', 'Cooking']	@amyyli	['Web Dev', 'Software Dev']		70	26	24	16
1342			@shalu610	['Startup Founder']		0	0	1	2
1343	"['High School', ""Bachelor's Degree"", ""Master's Degree""]"	['Cats', 'Coffee', 'Wine', 'Korean food', 'Japanese food', 'Chinese food', 'Hiking', 'Outdoors', 'Swimming', 'Running', 'Skiing', 'Reading', 'Introvert', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Photography', 'Backpacking']	@edu	['Web Dev', 'Software Dev']	High School, Bachelor's Degree, Master's Degree	18	11	2	6
1344			@trevhud			12	6	1	2
1345			@mcseain			9	8	8	11
1346		['Diving']	@nicolevaron			0	0	4	2
1347		['Photography']	@nattaslounge			0	0	1	3
1348			@gradosevic	['Software Dev']		14	6	2	2
1349			@jshlii	['Startup Founder', 'Marketing']		0	0	1	3
1350			@kwstasl			1	1	9	15
1351			@emmasteimann			0	0	7	3
1352			@smothers	['Software Dev', 'Startup Founder']		0	0	4	4
1353		['Climbing', 'Diving']	@gowiem	['Startup Founder']		0	0	5	5
1354			@mikerubini	['Startup Founder']		14	10	21	155
1355			@kellymsheridan	['Journalism', 'Blogging', 'Fitness', 'Community', 'Sports']		21	13	16	6
1356		['Dogs', 'Samoyeds', 'Crossfit', 'Fitness', 'Kitesurfing', 'Running']	@joelrunyon	['Startup Founder']		88	44	81	12
1357			@desirai			25	14	1	2
1358			@thedanielbrooks			2	2	1	2
1359			@goodforenergy	['Software Dev']		14	5	12	5
1360			@magicsux			0	0	1	2
1361			@erik			0	0	2	2
1362			@joncrawford			13	8	14	6
1363			@chrissamiullah			0	0	1	3
1364			@jacinsofialeew			0	0	2	4
1365		['Writing']	@ebconspicuous	['Blogging']		7	7	1	2
1366			@luliinterior			0	0	2	4
1367			@sheslurs			0	0	8	4
1368			@nynda			0	0	1	2
1369			@arivocals	['Mobile Dev']		2	2	5	4
1370			@thelifeofjord			63	30	16	9
1371			@daniecheekss			0	0	2	2
1372			@gilesbutler	['Startup Founder']		6	5	2	3
1373	"[""Bachelor's Degree""]"	['Staying up late', 'Cats', 'Beer', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Fitness', 'Hiking', 'Outdoors', 'Running', 'Football', 'Reading', 'Gaming', 'Extrovert', 'Beach', 'Philosophy', 'Acoustic music', 'Writing', 'Singing', 'Backpacking', 'Feminism', 'Progressive politics']	@lexrodba	['Web Dev', 'Software Dev', 'Startup Founder', 'Politics', 'Blogging', 'Community', 'Marketing', 'Sales', 'SaaS']	Bachelor's Degree	81	26	32	31
1374			@jamessmith	['UI/UX Design']		0	0	0	2
1375			@austinknight	['UI/UX Design']		53	25	28	17
1376			@krisztian			3	3	19	32
1377			@echnique			0	0	0	2
1378			@graham			4	2	1	2
1379			@dboudro	['Data']		7	5	2	7
1380			@jade			4	3	15	11
1381			@trukehaanraadts			0	0	0	2
1382	"[""Bachelor's Degree""]"	['Waking up early', 'Staying up late', 'Dogs', 'Tea', 'Cocktails', 'Spiritual', 'Fight sports', 'Extrovert', 'Film making']	@kode4fun	['Web Dev', 'UI/UX Design', 'Game Dev']	Bachelor's Degree	0	0	5	6
1383			@taufiqm			0	0	11	14
1384			@amritsharma	['Startup Founder', 'Journalism', 'Data']		3	3	19	19
1385	['High School']	['Waking up early', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Vegetarian', 'Pescetarian', 'Fitness', 'Hiking', 'Outdoors', 'Diving', 'Kitesurfing', 'Swimming', 'Running', 'Cycling', 'Race sports', 'Reading', 'Gaming', 'Introvert', 'Documentaries', 'Photography', 'Film making', 'Cooking', 'Backpacking']	@janvt	['Software Dev', 'Game Dev', 'Startup Founder', 'Creative', 'Sports']	High School	13	7	11	16
1386			@asadphotography	['Startup Founder']		1	1	4	5
1387			@mariec1234	['Startup Founder', 'Product Manager']		1	1	0	2
1388	"[""Bachelor's Degree""]"	['Staying up late', 'Dogs', 'Coffee', 'Cocktails', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Outdoors', 'Reading', 'Gaming', 'Extrovert', 'Beach', 'Documentaries', 'Movies', 'Electronic music', 'Photography', 'Backpacking', 'Vanlife', 'Feminism', 'Progressive politics']	@ivascucristian	['Web Dev', 'Software Dev', 'SaaS']	Bachelor's Degree	11	7	6	3
1389			@luke_vidler			0	0	0	5
1390			@coliving	['Startup Founder']		9	9	49	72
1391			@tomchentw			1	1	6	5
1392			@louic	['Marketing']		1	1	2	5
1393			@gravitywithout			2	2	0	1
1394			@kegan_metallium			0	0	0	2
1395			@e_monty			38	11	3	3
1396			@nicolejfu			49	19	42	39
1397			@annakuehl			0	0	0	2
1398			@igroca	['Startup Founder', 'Community']		1	1	17	37
1399		['Swimming']	@whatshawsysays			15	10	9	3
1400			@delachione			1	1	0	2
1401	['High School']	['Staying up late', 'Cats', 'Samoyeds', 'No alcohol', 'Eating meat', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Fitness', 'Hiking', 'Outdoors', 'Swimming', 'Gaming', 'Third Culture Kid', 'Beach', 'History', 'Electronic music', 'Centrist politics']	@newyam		High School	33	19	7	6
1402			@rossnoble			10	4	4	7
1403			@yaredakalou	['Startup Founder']		1	1	8	10
1404			@aymorgan	['Startup Founder']		23	11	6	26
1405		['Cats', 'Tea', 'Coffee', 'Drinking alcohol', 'Eating fish', 'Mexican food', 'Hiking', 'Outdoors', 'Cycling', 'Motorcycling', 'Race sports', 'Documentaries', 'Movies', 'Vanlife']	@colin_o_keeffe			3	3	6	3
1406			@drftandwndr			29	19	0	2
1407			@fastmode	['Web Dev']		4	3	6	9
1408			@info2gosolution			4	4	0	2
1409		['Coffee', 'Vegan', 'Vegetarian', 'Spiritual', 'Motorcycling', 'Reading', 'Documentaries', 'Philosophy', 'Photography']	@sebastienbarbier	['Web Dev', 'Crypto']		33	12	14	8
1410			@sportphys	['Blogging']		0	0	5	4
1411		['Waking up early', 'Staying up late', 'Dogs', 'Samoyeds', 'Coffee', 'Paleo', 'Eating meat', 'Japanese food', 'Introvert', 'Philosophy', 'Electronic music']	@meedamian	['Software Dev', 'Crypto', 'Education']		27	23	32	20
1412			@matterandrew	['Startup Founder', 'Creative', 'Marketing']		0	0	8	7
1413		['Outdoors']	@jonathanronzio	['Startup Founder']		0	0	15	13
1414			@rafaelmagu			17	8	9	4
1415		['Reading', 'Introvert']	@kmurph	['Web Dev', 'Software Dev']		0	0	2	10
1416			@waywardjay			9	4	2	6
1417			@nomadicplus			2	1	2	4
1418			@kaikoehler			0	0	6	17
1419			@krapperport			12	9	0	2
1420			@ramsaybell			0	0	6	6
1421			@ddankert			0	0	2	2
1422			@gunnarolla			5	4	7	6
1423	"[""Bachelor's Degree""]"		@daliso	['Software Dev', 'Mobile Dev', 'VR Dev']	Bachelor's Degree	3	3	10	36
1424			@xpert4allpeople			3	2	1	3
1425			@kko	['Startup Founder', 'Crypto']		14	8	5	5
1426			@enigmavision			0	0	2	2
1427			@ding			1	1	0	3
1428			@sumone5	['Startup Founder']		0	0	5	2
1429			@agiletravel88			4	3	0	2
1430			@jmaskell	['Startup Founder', 'Product Manager']		0	0	8	11
1431			@darceybeau	['UI/UX Design', 'Startup Founder', 'Finance', 'Medical', 'Creative']		18	13	11	9
1432	['High School']		@nathanjmurphy	['Startup Founder', 'Marketing', 'SaaS']	High School	10	10	23	15
1433			@glaudemans	['Law']		4	1	2	2
1434	"[""Bachelor's Degree""]"	['Waking up early', 'Staying up late', 'Cats', 'Dogs', 'Coffee', 'No alcohol', 'Fitness', 'Hiking', 'Outdoors', 'Swimming', 'Running', 'Cycling', 'Skiing', 'Tennis', 'Introvert', 'Beach', 'Documentaries', 'Philosophy', 'Movies', 'Writing', 'Photography', 'Backpacking', 'Progressive politics']	@derekozzy	['Web Dev', 'Creative']	Bachelor's Degree	3	1	8	11
