	education	like	username	work	edu_str	cities	countries	followers	following
1842	"[""Bachelor's Degree""]"	['Staying up late', 'Cats', 'Dogs', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Eating meat', 'Eating fish', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Sailing', 'Reading', 'Extrovert', 'Beach', 'Shopping', 'History', 'Documentaries', 'Movies', 'Writing', 'Photography', 'Cooking', 'Centrist politics']	@heftoy	['Education', 'Journalism', 'Blogging']	Bachelor's Degree	0	0	1	3
1843		['Waking up early', 'Paleo', 'Hiking', 'Surfing', 'Running', 'Cycling', 'Skateboarding', 'Skiing', 'Reading', 'Beach']	@pminardo	['Software Dev', 'Mobile Dev', 'UI/UX Design', 'Game Dev', 'Startup Founder', 'Creative']		1	1	0	4
1844	['High School']	['Staying up late', 'Cocktails', 'Beer', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Diving', 'Cycling', 'Snowboarding', 'Gaming', 'Beach', 'History', 'Philosophy', 'Movies', 'Electronic music', 'Writing', 'Photography', 'Backpacking', 'Partying', 'Feminism', 'Progressive politics']	@stephenbelanger	['Web Dev', 'Software Dev', 'Data']	High School	4	3	7	19
1845	"[""Master's Degree""]"	['Cats', 'Dogs', 'Tea', 'Wine', 'Beer', 'Fitness', 'Running', 'Skateboarding', 'Golf', 'Tennis', 'Philosophy', 'Acoustic music', 'Electronic music', 'Singing', 'Partying']	@johannetzler	['UI/UX Design', 'Creative', 'Fitness', 'Community', 'Sales', 'Ecommerce', 'Sports']	Master's Degree	0	0	1	16
1846	"[""Master's Degree""]"	['Waking up early', 'Cats', 'Tea', 'No alcohol', 'Eating meat', 'Fitness', 'Running', 'Reading', 'Introvert', 'Philosophy']	@tuxcanfly	['Software Dev', 'Startup Founder', 'Finance', 'Crypto']	Master's Degree	4	3	5	12
1847			@swindacoworks			0	0	1	2
1848		['Staying up late', 'Cats', 'Dogs', 'Tea', 'Coffee', 'Wine', 'Vegan', 'Vegetarian', 'Pescetarian', 'Hiking', 'Outdoors', 'Yoga', 'Spiritual', 'Swimming', 'Running', 'Cycling', 'Snowboarding', 'Reading', 'Introvert', 'History', 'Documentaries', 'Philosophy', 'Writing', 'Cooking', 'Drawing']	@aleks_muse	['UI/UX Design', 'Product Manager', 'Creative', 'Blogging', 'Community', 'Marketing', 'SaaS', 'Architecture']		9	7	21	42
1849	"[""Bachelor's Degree"", ""Master's Degree""]"	['Dogs', 'Tea', 'Wine', '420', 'Eating meat', 'Vegetarian', 'Fitness', 'Outdoors', 'Yoga', 'Spiritual', 'Surfing', 'Skiing', 'Football', 'Reading', 'Philosophy', 'Electronic music', 'Partying']	@leukissanders	['Web Dev', 'Crypto', 'Creative', 'Blogging', 'Fitness', 'Marketing', 'Ecommerce', 'Sports']	Bachelor's Degree, Master's Degree	6	2	3	9
1850	"['High School', ""Bachelor's Degree""]"	['Waking up early', 'Staying up late', 'Cats', 'Dogs', 'Tea', 'Cocktails', 'Wine', 'Beer', '420', 'Vegetarian', 'Pescetarian', 'Japanese food', 'Mexican food', 'Italian food', 'Fitness', 'Hiking', 'Climbing', 'Outdoors', 'Yoga', 'Spiritual', 'Running', 'Cycling', 'Reading', 'Introvert', 'Beach', 'Electronic music', 'Cooking', 'Backpacking', 'Partying']	@mattlewis92	['Web Dev', 'Software Dev']	High School, Bachelor's Degree	30	22	1	10
1851	"['High School', ""Bachelor's Degree"", ""Master's Degree""]"	['Waking up early', 'Coffee', 'Paleo', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Italian food', 'Chinese food', 'Diving', 'Swimming', 'Cycling', 'Snowboarding', 'Introvert', 'Third Culture Kid', 'Beach', 'Documentaries', 'Philosophy', 'Cooking']	@mahmoudswehli	['Web Dev', 'Software Dev', 'Mobile Dev', 'Finance', 'Blogging']	High School, Bachelor's Degree, Master's Degree	1	1	1	3
1852		['Surfing']	@kristof			1	1	3	12
1853		['Waking up early', 'Staying up late', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Fitness', 'Outdoors', 'Running', 'Cycling', 'Reading', 'Extrovert', 'History', 'Electronic music', 'Partying']	@francescocarlucci	['Web Dev', 'Software Dev']		17	16	0	7
1854		['Coffee', 'Beer', '420', 'Vegan', 'Surfing', 'Swimming', 'Beach', 'History', 'Documentaries', 'Philosophy', 'Electronic music', 'Writing', 'Photography', 'Progressive politics']	@ahawkins	['Web Dev', 'Software Dev', 'Startup Founder', 'SaaS']		3	3	5	4
1855			@saud			0	0	0	2
1856		['Vegan', 'Introvert']	@vgan			9	4	3	5
1857	['High School']	['Waking up early', 'Tea', 'Coffee', 'Fitness', 'Hiking', 'Climbing', 'Outdoors', 'Yoga', 'Spiritual', 'Diving', 'Surfing', 'Swimming', 'Running', 'Cycling', 'Sailing', 'Skateboarding', 'Fight sports', 'Football', 'Reading', 'Beach', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Acoustic music', 'Electronic music', 'Writing', 'Photography', 'Film making', 'Cooking', 'Drawing', 'Singing', 'Backpacking', 'Vanlife', 'Dancing', 'Partying', 'Progressive politics']	@n370	['Web Dev', 'Software Dev', 'Mobile Dev', 'UI/UX Design', 'Product Manager', 'Creative', 'Blogging', 'Coach', 'Data', 'Community', 'Marketing', 'Sales', 'Ecommerce', 'SaaS', 'Support', 'Geo', 'Sports', 'Logistics']	High School	4	3	0	16
1858			@avantcontra			5	3	6	3
1859	"[""Bachelor's Degree""]"	['Coffee', 'Wine', 'Beer', 'Korean food', 'Japanese food', 'Surfing', 'Kitesurfing', 'Sailing', 'Snowboarding', 'Reading', 'History', 'Acoustic music', 'Electronic music']	@ppnlo	['Software Dev', 'Data']	Bachelor's Degree	47	21	12	8
1860			@jeromeknoot			1	1	8	8
1861			@cpury			0	0	0	3
1862	"[""Master's Degree""]"	['Cats', 'Dogs', 'Tea', 'Eating meat', 'Eating fish', 'Hiking', 'Climbing', 'Outdoors', 'Spiritual', 'Diving', 'Swimming', 'Cycling', 'Sailing', 'Snowboarding', 'Skiing', 'Reading', 'Introvert', 'History', 'Documentaries', 'Philosophy', 'Electronic music', 'Photography', 'Urbex']	@remidurand	['Software Dev', 'Medical', 'Data', 'Marketing', 'SaaS']	Master's Degree	13	9	6	9
1863			@dunctk			2	2	1	4
1864		['Cats', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', '420', 'Vegan', 'Vegetarian', 'Mexican food', 'Reading', 'Gaming', 'Introvert', 'History', 'Documentaries', 'Movies', 'Acoustic music', 'Cooking', 'Singing', 'Urbex', 'Feminism', 'Progressive politics']	@fernandonfeitosa	['Mobile Dev']		9	8	8	13
1865		['Waking up early', 'Hiking', 'Climbing', 'Outdoors', 'Diving', 'Running', 'Sailing', 'Skiing', 'Reading', 'Backpacking']	@s_kolk	['Creative', 'Community']		3	2	3	3
1866			@billcotter	['Education']		1	1	0	1
1867			@_senorcastillo			0	0	6	10
1868			@janielizzie			1	1	1	2
1869			@truman			0	0	4	12
1870			@somebats			0	0	0	2
1871			@spinstreethouse	['Startup Founder', 'Community']		0	0	5	5
1872			@domas	['Startup Founder', 'Marketing']		13	9	2	6
1873		['Writing']	@1000lifelessons	['Startup Founder', 'Coach']		0	0	1	9
1874			@anneliemny			19	6	1	1
1875			@masudrhossain	['Startup Founder']		0	0	1	3
1876			@jonnotie			4	3	83	47
1877			@anant90			0	0	2	9
1878			@shanev			3	2	9	19
1879			@samlikescode	['Software Dev']		3	2	0	1
1880			@zaheerbaloch			6	6	25	72
1881			@rpeni			0	0	0	1
1882			@jreverywhere	['Law']		1	1	3	1
1883			@my_jade			0	0	0	1
1884			@alexiatrini12	['Crypto']		0	0	3	2
1885		['Writing']	@velvette			0	0	0	2
1886	"[""Bachelor's Degree""]"	['Waking up early', 'Tea', 'No alcohol', 'Mexican food', 'Italian food', 'Fitness', 'Yoga', 'Spiritual', 'Running', 'Reading', 'Extrovert', 'Beach', 'Philosophy', 'Writing', 'Photography', 'Film making', 'Drawing', 'Dancing', 'Feminism']	@pauline	['Web Dev', 'Education', 'Medical', 'Creative', 'Blogging', 'Fitness', 'Community', 'Marketing', 'Support', 'Geo', 'Hospitality']	Bachelor's Degree	24	9	36	26
1887			@aspataro			0	0	1	2
1888			@swarner	['Startup Founder']		0	0	6	8
1889			@loetjvr			7	6	2	3
1890			@adrianwebb78			0	0	1	2
1891			@m31k3r			0	0	1	9
1892			@irshaid	['Startup Founder', 'Marketing']		1	1	3	64
1893		['Photography']	@calebkramer			0	0	3	1
1894			@ssstofff	['UI/UX Design', 'Data']		16	9	12	12
1895			@sulaimani4ever	['Education']		0	0	0	1
1896			@remkodijksma			0	0	4	13
1897		['Waking up early', 'Dogs', 'Coffee', 'Eating meat', 'Korean food', 'Japanese food', 'Surfing', 'Swimming', 'Snowboarding', 'Beach', 'Documentaries', 'Writing', 'Photography', 'Film making', 'Backpacking', 'Partying', 'Centrist politics']	@ronald	['Web Dev', 'Software Dev', 'Startup Founder']		20	10	37	37
1898	"[""Master's Degree""]"	['Waking up early', 'Cats', 'Tea', 'Coffee', 'No alcohol', 'Pescetarian', 'Crossfit', 'Hiking', 'Outdoors', 'Yoga', 'Running', 'Cycling', 'Skateboarding', 'Reading', 'Introvert', 'Philosophy', 'Writing', 'Photography', 'Cooking']	@mfrezz	['Startup Founder', 'Marketing', 'Ecommerce']	Master's Degree	55	25	11	7
1899			@nerdynomads			10	8	0	4
1900	"['High School', ""Bachelor's Degree""]"	['Waking up early', 'Coffee', 'Cocktails', 'Wine', 'Drinking alcohol', '420', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Reading', 'Introvert', 'Photography', 'Film making', 'Progressive politics']	@craig	['Startup Founder']	High School, Bachelor's Degree	12	3	3	6
1901			@togume	['Startup Founder']		0	0	4	3
1902			@meijibowbow	['Startup Founder']		0	0	2	2
1903			@yeahoffline			3	3	0	9
1904			@fadeke	['Startup Founder']		0	0	14	24
1905			@r_vivant			1	1	2	4
1906			@vaidas			27	17	2	11
1907			@rosina			2	2	8	40
1908			@flurincoretti			0	0	0	8
1909	"['High School', ""Bachelor's Degree""]"	['Staying up late', 'Cats', 'Dogs', 'Samoyeds', 'Tea', 'Coffee', 'Fitness', 'Reading', 'Documentaries', 'Photography', 'Film making']	@marc	['Web Dev', 'Software Dev', 'UI/UX Design', 'Startup Founder', 'Creative', 'Fitness', 'SaaS']	High School, Bachelor's Degree	21	10	429	57
1910			@smilingbaba			0	0	0	3
1911			@mpme	['Startup Founder']		1	1	5	5
1912			@alviankarnivall			0	0	2	2
1913			@wwoessi	['Mobile Dev', 'Startup Founder']		3	3	1	8
1914			@itsmatthieu			0	0	1	3
1915	"['High School', ""Bachelor's Degree"", ""Master's Degree""]"	['Cocktails', 'Wine', 'Drinking alcohol', '420', 'Eating meat', 'Hiking', 'Yoga', 'Introvert', 'Documentaries', 'Philosophy', 'Movies', 'Dancing', 'Feminism']	@ireade	['Web Dev', 'Software Dev', 'UI/UX Design']	High School, Bachelor's Degree, Master's Degree	1	1	25	7
1916		['Staying up late', 'Dogs', 'Samoyeds']	@pugson	['Web Dev', 'Software Dev', 'UI/UX Design', 'SaaS']		15	7	77	41
1917		['Surfing', 'Swimming']	@fpietot	['Startup Founder']		0	0	13	8
1918			@wattson12			7	6	1	12
1919			@njo	['Startup Founder', 'Data']		0	0	8	11
1920		['Beer']	@toorschot			0	0	3	4
1921			@derekmurphy			19	17	21	30
1922		['Coffee', 'Beer', 'Eating meat', 'Fitness', 'Hiking', 'Swimming', 'Running', 'Football', 'Introvert', 'Electronic music', 'Partying']	@bobz_zg	['Web Dev', 'Crypto', 'Fitness', 'Sports']		23	8	2	7
1923			@stacey	['Startup Founder']		36	22	17	21
1924			@alicroft			15	9	4	10
1925			@samuelberthe			15	6	9	4
1926			@aaronfreed			0	0	4	3
1927			@dino73uk			1	1	3	1
1928			@phx			1	1	1	2
1929			@bugtank	['Crypto']		1	1	19	29
1930			@smfeng	['Law']		0	0	4	10
1931			@luka			0	0	0	3
1932	"[""Master's Degree""]"	['Waking up early', 'Staying up late', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Beer', 'Drinking alcohol', '420', 'Eating meat', 'Fitness', 'Yoga', 'Spiritual', 'Surfing', 'Motorcycling', 'Reading', 'Extrovert', 'Beach', 'Philosophy', 'Acoustic music', 'Backpacking', 'Partying']	@vfonic	['Web Dev', 'Software Dev', 'Mobile Dev', 'UI/UX Design', 'Crypto', 'Fitness', 'Ecommerce', 'SaaS']	Master's Degree	20	17	16	26
1933			@jessed	['Web Dev']		0	0	1	3
1934			@whatthezach			2	2	19	18
1935			@adrianleb			3	3	16	22
1936			@antonela			2	2	8	18
1937			@petermarpaung	['Startup Founder']		0	0	0	2
1938			@laurentlebihan	['Startup Founder']		0	0	1	3
1939			@hzambianco	['Marketing']		0	0	0	1
1940			@matiasow	['Startup Founder']		0	0	8	5
1941			@bianca_joswiak	['Marketing']		2	2	6	8
1942			@henleyco			0	0	4	11
1943		['Wine']	@mnlfrgr			47	18	21	29
1944			@michaeljscott			0	0	1	1
1945			@ankitgoel	['Software Dev']		7	3	10	16
1946			@azamatsmith	['Startup Founder']		0	0	7	3
1947			@hellovijayr			0	0	0	2
1948		['Progressive politics', 'Conservative politics']	@seanparkross			6	4	12	27
1949	"['High School', ""Bachelor's Degree"", ""Master's Degree""]"	['Waking up early', 'Coffee', 'Cocktails', 'Wine', 'Drinking alcohol', 'Eating meat', 'Eating fish', 'Chinese food', 'Fitness', 'Outdoors', 'Swimming', 'Running', 'Cycling', 'Philosophy', 'Electronic music']	@neosilky	['Web Dev', 'Software Dev']	High School, Bachelor's Degree, Master's Degree	16	5	102	6
1950			@gilesadamthomas			9	6	5	8
1951			@k08as			31	21	2	3
1952			@rasmuskroner			28	17	2	9
1953		['Waking up early', 'Staying up late', 'Coffee', 'Vegetarian', 'Hiking', 'Reading']	@raoul	['UI/UX Design', 'Creative']		212	25	1	2
1954			@rajasimon			0	0	5	13
1955			@sachitgupta			9	4	1	2
1956			@borg_siborg77			1	1	0	2
1957			@jchck			7	3	19	13
1958			@yamilurbina			13	9	3	4
1959			@dominikvacikar	['Startup Founder']		1	1	15	44
1960			@afvso			14	12	4	2
1961		['Waking up early', 'Dogs', 'Coffee', 'Outdoors', 'Spiritual', 'Diving', 'Surfing', 'Snowboarding', 'Golf', 'Reading']	@franvera	['Software Dev', 'Mobile Dev', 'Startup Founder', 'SaaS']		17	13	4	3
1962			@ryan129			0	0	1	2
1963			@caseycaruso			3	3	1	2
1964			@dennisvdheijden			0	0	1	3
1965		['Vegan']	@mickvanwijk			3	3	1	4
1966	['High School']	['Eating meat', 'Reading', 'Gaming', 'Extrovert', 'Beach', 'Philosophy', 'Writing', 'Vanlife', 'Urbex', 'Conservative politics']	@jthomasburgess		High School	23	10	0	2
1967			@tijn			0	0	3	3
1968		['Staying up late', 'Dogs', 'Coffee', 'Vegetarian', 'Pescetarian', 'Spiritual', 'Cycling', 'Introvert', 'Documentaries', 'Philosophy', 'Movies', 'Acoustic music', 'Electronic music', 'Writing', 'Feminism']	@desmondo	['Web Dev', 'Software Dev', 'Startup Founder']		0	0	9	16
1969			@pjb			8	6	16	21
1970		['Photography']	@gertburger			6	5	1	1
1971		['Yoga']	@svenbergryen			18	15	5	12
1972			@jchatard			0	0	2	8
1973			@dmjuanpablo			0	0	0	1
1974	"[""Bachelor's Degree""]"	['Waking up early', 'Dogs', 'Coffee', 'Beer', 'Paleo', 'Eating meat', 'Mexican food', 'Italian food', 'Fitness', 'Hiking', 'Outdoors', 'Yoga', 'Spiritual', 'Diving', 'Surfing', 'Swimming', 'Running', 'Cycling', 'Skateboarding', 'Snowboarding', 'Skiing', 'Football', 'Extrovert', 'Beach', 'Philosophy', 'Movies', 'Electronic music', 'Writing', 'Photography', 'Film making', 'Drawing', 'Backpacking', 'Dancing', 'Partying']	@sergiosa_la	['UI/UX Design', 'Creative', 'Blogging', 'Fitness', 'Community', 'Marketing', 'Geo', 'Sports', 'Architecture']	Bachelor's Degree	30	15	34	26
1975			@meredal	['Software Dev']		14	6	1	2
1976			@scdude	['Startup Founder']		3	2	4	3
1977			@philcampbell			1	1	15	36
1978			@hipster_code			0	0	8	9
1979			@almccann	['Startup Founder']		0	0	6	7
1980	['High School']	['Waking up early', 'Dogs', 'Tea', 'Coffee', 'Beer', 'Drinking alcohol', 'Vegan', 'Vegetarian', 'Korean food', 'Mexican food', 'Skateboarding', 'History', 'Philosophy', 'Progressive politics']	@holamendi	['Web Dev', 'Software Dev']	High School	5	5	7	14
1981			@gregoirejohnb	['Startup Founder']		9	6	8	3
1982			@menjxo			0	0	5	20
1983		['Outdoors', 'Film making']	@oo_shero	['VR Dev', 'Startup Founder']		5	3	9	7
1984			@michael557			3	2	2	2
1985			@kuka6ix			7	5	1	2
1986		['Waking up early', 'Beer', 'Mexican food', 'Motorcycling', 'Football', 'Race sports', 'Reading', 'Introvert', 'Documentaries', 'Philosophy', 'Film making', 'Backpacking']	@danielmeade	['Software Dev', 'UI/UX Design', 'Startup Founder']		13	11	8	10
1987			@maxpogorelov			4	4	2	4
1988			@adrien			0	0	1	8
1989			@niekvolkert1			0	0	0	1
1990			@reef			0	0	0	2
1991			@gabriel__lewis	['Startup Founder']		0	0	54	43
1992			@thetiwi	['Startup Founder']		3	3	34	128
1993			@jpleboeuf	['Startup Founder']		3	3	18	27
1994			@paolorovella			2	2	4	7
1995	"[""Bachelor's Degree""]"	['Staying up late', 'Samoyeds', 'Tea', 'Korean food', 'Japanese food', 'Fitness', 'Hiking', 'Outdoors', 'Swimming', 'Running', 'Cycling', 'Skiing', 'Reading', 'Introvert', 'Writing', 'Photography', 'Cooking', 'Urbex']	@taskett		Bachelor's Degree	27	17	18	17
1996			@skatkov	['Startup Founder']		9	6	51	41
1997			@richardmaseles			0	0	1	2
1998			@faun			1	1	10	42
1999			@egojab			0	0	11	6
2000	"[""Master's Degree""]"	['Waking up early', 'Cats', 'Tea', 'Coffee', 'Beer', 'Eating meat', 'Cycling', 'Backpacking']	@mrtnzlml	['Web Dev', 'Software Dev', 'Mobile Dev']	Master's Degree	28	14	9	9
2001	"[""Bachelor's Degree""]"	['Waking up early', 'Staying up late', 'Cats', 'Dogs', 'Samoyeds', 'Tea', 'Coffee', 'No alcohol', 'Paleo', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Fitness', 'Hiking', 'Outdoors', 'Yoga', 'Spiritual', 'Diving', 'Surfing', 'Swimming', 'Running', 'Fight sports', 'Reading', 'Extrovert', 'Introvert', 'Third Culture Kid', 'Beach', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Electronic music', 'Writing', 'Photography', 'Cooking', 'Backpacking', 'Partying', 'Urbex']	@flowen	['Web Dev', 'UI/UX Design', 'Creative']	Bachelor's Degree	65	23	121	66
2002			@yesiamjo			0	0	1	3
2003			@kyle			4	4	1	1
2004			@ivankreimer	['Startup Founder', 'Marketing']		2	2	25	45
2005	['High School']		@refuseillusion	['Web Dev', 'Crypto']	High School	28	13	4	4
2006			@evamamartin	['Data', 'Marketing']		15	10	4	6
2007			@dirceutiegs			0	0	7	14
2008			@seanehalpin			2	2	5	8
2009			@dimqen	['Startup Founder']		3	1	16	24
2010			@timbeiko			0	0	19	10
2011			@miguelmgs84			1	1	0	2
2012			@auggod			0	0	0	2
2013			@mlstotts	['Marketing']		0	0	8	7
2014			@krompson	['Blogging']		0	0	13	10
2015			@steviezollo_twitter			6	4	4	3
2016			@bruels	['Startup Founder']		0	0	8	3
2017			@twahlin			67	34	16	17
2018			@musolek	['Startup Founder', 'Marketing']		0	0	10	12
2019			@haydenjameslee	['VR Dev']		32	11	24	9
2020			@jonathanchester	['Support']		0	0	17	8
2021			@niv			0	0	127	29
2022	"[""Bachelor's Degree""]"	['Staying up late', 'Tea', 'Cocktails', 'Wine', 'Drinking alcohol', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Surfing', 'Swimming', 'Running', 'Sailing', 'Snowboarding', 'Reading', 'Introvert', 'Beach', 'Movies', 'Partying', 'Feminism', 'Progressive politics']	@nathanaelkhodl	['Web Dev', 'UI/UX Design', 'Game Dev', 'Startup Founder', 'Crypto', 'Product Manager', 'Creative', 'Coach', 'Data', 'Community', 'SaaS', 'Sports']	Bachelor's Degree	38	27	11	11
2023		['Waking up early', 'Dogs', 'Coffee', 'Wine', 'Paleo', 'Eating meat', 'Fitness', 'Hiking', 'Cycling', 'Cooking', 'Conservative politics']	@andreaspizsa	['Web Dev', 'Software Dev', 'Game Dev', 'Startup Founder', 'Product Manager']		7	5	6	13
2024	"[""Bachelor's Degree""]"	['Waking up early', 'Cats', 'Coffee', 'Wine', 'Paleo']	@thetwopct	['Web Dev', 'Software Dev', 'Startup Founder', 'Crypto', 'Creative', 'Blogging', 'Fitness', 'Community', 'Marketing', 'Sales', 'Ecommerce', 'SaaS']	Bachelor's Degree	28	13	67	18
2025			@serdarbuhan			1	1	1	4
2026			@iamlasse	['Startup Founder']		2	2	1	2
2027			@bosco			5	3	3	8
2028			@ptacekmi	['Startup Founder']		0	0	12	8
2029		['Writing']	@emilwallner	['Startup Founder', 'Education']		0	0	32	18
2030			@laurentsenta			0	0	8	10
2031			@dr_dimaka	['Software Dev']		0	0	6	8
2032	"['High School', ""Bachelor's Degree""]"	['Waking up early', 'Staying up late', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Drinking alcohol', 'Paleo', 'Eating meat', 'Eating fish', 'Japanese food', 'Mexican food', 'Italian food', 'Crossfit', 'Hiking', 'Outdoors', 'Surfing', 'Motorcycling', 'Sailing', 'Skateboarding', 'Snowboarding', 'Football', 'Race sports', 'Golf', 'Tennis', 'Reading', 'Beach', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Electronic music', 'Writing', 'Photography', 'Film making', 'Cooking', 'Backpacking', 'Vanlife', 'Dancing', 'Partying']	@richardsondx	['Web Dev', 'Software Dev', 'Mobile Dev', 'UI/UX Design', 'Game Dev', 'Startup Founder', 'Crypto', 'Product Manager', 'Creative', 'Journalism', 'Blogging', 'Marketing', 'Hospitality']	High School, Bachelor's Degree	3	2	8	9
2033			@marianojmiguel			16	11	15	29
2034	"[""Master's Degree""]"	['Cats', 'Tea', 'Coffee', 'Beer', 'No alcohol', 'Vegetarian', 'Japanese food', 'Mexican food', 'Italian food', 'Yoga', 'Spiritual', 'Reading', 'Introvert', 'Documentaries', 'Philosophy', 'Feminism', 'Progressive politics']	@mayeu	['Web Dev', 'Software Dev', 'Startup Founder', 'Blogging', 'Coach', 'Community', 'SaaS']	Master's Degree	20	11	2	6
2035			@n3			7	3	0	6
2036			@timgrahl			0	0	8	2
2037			@william			7	5	1	17
2038			@kumarovski			3	2	21	13
2039			@andrewc			5	4	0	2
2040			@derviskilic	['Marketing']		8	5	1	5
2041			@marc_dsouza	['Fitness']		0	0	7	6
2042			@katehuentelman			10	7	0	2
2043	"['High School', ""Bachelor's Degree"", ""Master's Degree""]"	['Staying up late', 'Cats', 'Dogs', 'Samoyeds', 'Coffee', 'Cocktails', 'Drinking alcohol', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Chinese food', 'Surfing', 'Swimming', 'Skateboarding', 'Snowboarding', 'Tennis', 'Extrovert', 'Beach', 'Documentaries', 'Electronic music', 'Film making', 'Backpacking', 'Dancing', 'Partying', 'Urbex', 'Centrist politics']	@levelsio	['Software Dev', 'Startup Founder', 'Creative']	High School, Bachelor's Degree, Master's Degree	104	30	2182	353
2044			@khanov	['Startup Founder']		16	6	7	15
2045			@sohantanna			2	2	2	2
2046	"[""Master's Degree""]"	['Staying up late', 'Cats', 'Dogs', 'Samoyeds', 'Tea', 'Cocktails', 'Wine', 'Drinking alcohol', 'Eating meat', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Fitness', 'Outdoors', 'Yoga', 'Spiritual', 'Surfing', 'Swimming', 'Cycling', 'Reading', 'Extrovert', 'Introvert', 'Writing', 'Photography', 'Drawing', 'Singing', 'Backpacking', 'Dancing', 'Partying', 'Feminism']	@camrabier	['Startup Founder', 'Product Manager', 'Marketing']	Master's Degree	21	8	22	59
2047			@apthnz			13	6	1	4
2048			@jamesfarr99520			0	0	0	4
2049			@kaspernymand			19	8	0	2
2050			@isulzi			6	6	4	2
2051			@javikin			1	1	1	2
2052			@sean_oliver			0	0	2	9
2053			@fredperrotta	['Startup Founder']		14	5	59	33
2054			@kugelfranz			0	0	0	2
2055			@mikaelbjors			0	0	0	2
2056			@tsunamipr	['Marketing']		0	0	2	1
2057		['Waking up early', 'Cats', 'Dogs', 'Samoyeds', 'Coffee', 'Beer', 'Vegan', 'Crossfit', 'Fitness', 'Hiking', 'Climbing', 'Outdoors', 'Running', 'Snowboarding', 'Skiing', 'Reading', 'Acoustic music', 'Backpacking', 'Vanlife']	@florianbuerger	['Software Dev', 'Mobile Dev', 'UI/UX Design']		38	15	16	15
2058			@wakkos	['Software Dev']		10	4	7	7
2059		['Dogs', '420', 'Korean food', 'Japanese food', 'Mexican food', 'Fitness', 'Gaming', 'Introvert', 'Documentaries', 'Philosophy', 'Electronic music', 'Dancing', 'Partying', 'Progressive politics']	@kristian	['Web Dev', 'Software Dev', 'Creative', 'Community']		22	7	97	440
2060			@theblakemoore	['Marketing']		10	6	17	28
2061			@pimterry			3	3	21	21
2062			@jackhoge			0	0	3	2
2063			@jakerichards			0	0	10	27
2064		['Staying up late', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Eating meat', 'Japanese food', 'Mexican food', 'Italian food', 'Fitness', 'Hiking', 'Outdoors', 'Fight sports', 'Reading', 'Introvert', 'Beach', 'History', 'Documentaries', 'Philosophy', 'Writing', 'Cooking', 'Backpacking']	@dan_e_gray	['Finance', 'Product Manager', 'Journalism', 'Blogging', 'Community', 'Marketing']		9	8	9	6
2065			@flyingscottie	['Coach']		2	2	12	11
2066			@holdsworthtimmy			0	0	3	11
2067	['High School']	['Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Eating meat', 'Fitness', 'Hiking', 'Spiritual', 'Running', 'Football', 'Reading', 'Gaming', 'Introvert', 'Philosophy', 'Movies', 'Backpacking']	@fredrivett	['Web Dev', 'Startup Founder', 'Creative', 'SaaS']	High School	22	14	61	20
2068		['Photography']	@einancunlu	['UI/UX Design']		7	5	1	4
2069			@adieuadieu	['Software Dev']		5	4	7	3
2070			@sarah			4	3	6	8
2071			@mikenorth	['Software Dev', 'Startup Founder']		53	22	49	27
2072			@ngfar			4	4	1	2
2073			@elxavicio			4	3	13	4
2074		['Writing']	@rebecca	['Startup Founder']		16	12	28	26
2075			@fabsays	['Startup Founder']		3	2	16	7
2076			@mevtho			8	4	0	4
2077		['Vegan']	@ashleyporciuncula	['UI/UX Design', 'Creative']		31	11	12	12
2078			@milachervenkova	['Blogging', 'Marketing']		0	0	2	9
2079	"[""Master's Degree""]"	['Staying up late', 'Dogs', 'Samoyeds', 'Beer', 'Hiking', 'Outdoors', 'Surfing', 'Skiing', 'Football', 'Reading', 'Beach', 'Photography', 'Film making', 'Vanlife', 'Partying']	@hfauq	['UI/UX Design', 'Product Manager', 'Marketing']	Master's Degree	33	15	25	18
